id;title;year;abstract
US-10846752-B2;Systems and methods for managing interactive features associated with multimedia ;2010;Methods and systems for managing interactive features associated with multimedia content are disclosed. One method includes applying a container to multimedia content using one or more computing systems, the container defining an interface through which metadata external to the multimedia content is linked with one or more portions of the multimedia content. The method further includes receiving a request for the multimedia content from a content consumer. The method also includes associating a set of metadata describing one or more interactive features with the multimedia content, the set of metadata linked to at least a portion of the multimedia content via the container and selected from a database including metadata defining interactive features capable of being associated with the multimedia content. The method also includes, upon receiving a request for playback of the multimedia content, providing the multimedia content and the one or more interactive features to the content consumer.
US-8959102-B2;Structured searching of dynamic structured document corpuses ;2010;A system includes a document corpus containing structured documents, which contain both text and annotations of the text. The system also includes a search engine which is adapted to perform structured searches of the structured documents. As new types of annotations are added to the system, the search engine is updated automatically to become capable of performing structured searches for the new types of annotations. For example, if a new natural language processing (NLP) component, adapted to generate annotations of a new type, is added to the system, then the system automatically updates a query language to include a definition of the new type of annotation. The search engine may then immediately be capable of processing structured queries which refer to the new type of annotation.
US-10157342-B1;Systems and methods for transforming sensory input into actions by a machine having self-awareness ;2010;A computer system for transforming sensory input received at a machine into actions by the machine. The system receives sensory input from one or more sensors. Upon determining that the sensory input corresponds to a consciousness module, the system translates the input into a human language stimulus. The system selects an action corresponding to the human language stimulus and performs the action.
US-8543527-B2;Method and system for implementing definable actions ;2010;A method and system is provided for use in business intelligence and reporting. The method and system are able to implement one or more definable actions when presented with data. The data may be produced by a business intelligence application. The actions may relate to activities performed by a user or an agent. The system comprises an action manager, a repository, a data association manager and an implementation engine. In one embodiment a data mining engine is provided. The system enables the availability of an action in response to the execution of analytic queries to be determined based on a relationship defined by the data association manager. If an action is available, an action definition is used to invoke a target in response to selection of the action by an entity, the invocation of the target including propagating data produced by an analytic engine into the target based on metadata to perform the action.
US-11935281-B2;Vehicular in-cabin facial tracking using machine learning ;2010;Vehicular in-cabin facial tracking is performed using machine learning. In-cabin sensor data of a vehicle interior is collected. The in-cabin sensor data includes images of the vehicle interior. A set of seating locations for the vehicle interior is determined. The set is based on the images. The set of seating locations is scanned for performing facial detection for each of the seating locations using a facial detection model. A view of a detected face is manipulated. The manipulation is based on a geometry of the vehicle interior. Cognitive state data of the detected face is analyzed. The cognitive state data analysis is based on additional images of the detected face. The cognitive state data analysis uses the view that was manipulated. The cognitive state data analysis is promoted to a using application. The using application provides vehicle manipulation information to the vehicle. The manipulation information is for an autonomous vehicle.
US-8665270-B2;Method of determining implicit hidden features of phenomena which can be represented by a point distribution in a space ;2010;"A method of determining implicit hidden features of phenomena, representable by a point distribution in a space, includes the following steps: defining a set of first parameters describing effects of a phenomenon such as an event or process; defining a n-dimensional space, wherein the first parameters are represented by entity points; determining, as a function of measured values of the first parameters, additional geometrical points in the n-dimensional space, which are expected to provide additional characteristic parameters describing the phenomenon or additional locations where the phenomenon will produce its effects; adding the additional parameters or points, in recurrent sequence, to the first parameters or points, to define at each iterative step a shorter minimum spanning tree than at the preceding step; and displaying or printing the n-dimensional space, wherein the additional characteristic parameters or points are shown together with the first parameters and the geometrical point."
US-9058816-B2;Emotional and/or psychiatric state detection ;2010;Mental state of a person is classified in an automated manner by analysing natural speech of the person. A glottal waveform is extracted from a natural speech signal. Pre-determined parameters defining at least one diagnostic class of a class model are retrieved, the parameters determined from selected training glottal waveform features. The selected glottal waveform features are extracted from the signal. Current mental state of the person is classified by comparing extracted glottal waveform features with the parameters and class model. Feature extraction from a glottal waveform or other natural speech signal may involve determining spectral amplitudes of the signal, setting spectral amplitudes below a pre-defined threshold to zero and, for each of a plurality of sub bands, determining an area under the thresholded spectral amplitudes, and deriving signal feature parameters from the determined areas in accordance with a diagnostic class model.
US-9189018-B2;Windows position control for phone applications ;2010;Methods and devices for selectively presenting a user interface for a phone application are provided. More particularly, a change in the display mode of a multiple screen device can be determined. More particularly, a presentation of a user interface for an in-process call of a phone application can be retained after the device is rotated or opened. However, the user interface may move from a first screen to a second screen (or vice versa) in response to receiving the device open signal. The user interface provides detail information about a phone call that is currently in-process.
US-9683231-B2;RNAi-based method of drug screening and characterization ;2010;The invention is directed to a method of characterizing a mechanism of action of an agent (e.g., a chemotherapeutic agent, a genotoxic agent). The method comprises contacting a plurality of populations of cells with an agent to be assessed, wherein each population of cells have one gene of interest targeted by a small hairpin RNA (shRNA) and wherein said gene of interest regulates cell death and a plurality of genes that regulate cell death are targeted in the plurality of populations of cells. A responsiveness of each population of cells to the agent is determined, thereby obtaining an shRNA signature of the agent, so as to identify one or more genes that mediate a response to the agent, thereby characterizing the mechanism of action of the agent. The invention is also directed an article of manufacture for characterizing a mechanism of action of a chemotherapeutic or genotoxic agent.
US-9386905-B2;Network system ;2010;A network system is provided. The network system includes an utility area network including an energy generation component, a home area network including an energy consumption component consuming energy generated in the energy generation component to perform a function according to an operation course, an energy metering component disposed in the utility area network or the home area network, the energy metering component recognizing energy information or additional information except for the energy information, and an energy management component disposed in the utility area network or the home area network, the energy management component managing the energy information or the additional information with respect to the energy consumption component. The energy consumption component includes a control unit for controlling an operation of at least one course component constituting the operation course to restrict the operation of the one course component based on the energy information or the additional information.
US-8948499-B1;Method for online learning and recognition of visual behaviors ;2010;Described is a system for object and behavior recognition which utilizes a collection of modules which, when integrated, can automatically recognize, learn, and adapt to simple and complex visual behaviors. An object recognition module utilizes a cooperative swarm algorithm to classify an object in a domain. A graph-based object representation module is configured to use a graphical model to represent a spatial organization of the object within the domain. Additionally, a reasoning and recognition engine module consists of two sub-modules: a knowledge sub-module and a behavior recognition sub-module. The knowledge sub-module utilizes a Bayesian network, while the behavior recognition sub-module consists of layers of adaptive resonance theory clustering networks and a layer of a sustained temporal order recurrent temporal order network. The described invention has applications in video forensics, data mining, and intelligent video archiving.
US-8732222-B2;Integrating specialized knowledge sources into a general search service ;2010;Embodiments are described for a system for integrating expert sources of knowledge into a general search service. The method can include a general search engine interface to receive a search query with at least one search term from a user. An expert knowledge engine can enable retrieval of expert information and analyzes. A predictive model module can be used to determine a probability that an expert knowledge engine may provide a valuable response to the query. The search query can be routed to the expert knowledge engine based on a cost-benefit analysis. A query reformulation module can reformulate a query for use by the expert knowledge engine. A display module can be employed to combine the expert search results with other search results.
US-8370278-B2;Ontological categorization of question concepts from document summaries ;2010;Electronic documents are analyzed to identify assertions, which are inverted to generate questions that may be answered by the assertions. A document or a corpus of electronic documents may be analyzed to identify entities and relationships among entities within the text of the document(s). Assertions are identified based on the entities and relationships among the entities. Each assertion represents a fact about an entity, and a group of assertions represents a summary of the document or document corpus. The assertions are inverted to generate questions that may be answered by the assertions. The questions may be further analyzed to identify relevant concepts and topics and to cluster the questions around the concepts and topics. A combined graph may also be generated that facilitates traversal among topics, concepts, questions, assertions, document summaries, and documents.
US-8548177-B2;Methods and systems for source tracking ;2010;Methods and systems are provided herein for signal source tracking. A signal emitted over time from a moving source is a collection of small sub-signals that were emitted by the source at different positions along its path. If the source is traveling at a slower speed than the signal, the sub-signals will arrive at a given sensor in the same order that they were released. By identifying the locations and times of the releases of several of these sub-signals, the path and velocity of the moving source can be estimated.
US-8965977-B2;System and method for determining a presence state of a person ;2010;A computer system is coupled to a plurality of subscribers via a network. The computer system obtains first presence information that corresponds to a first calendar of a user and obtains second presence information that corresponds to a second calendar of the user that is different from the first calendar. The computer system determines one or more presence states of the user including determining, based on presence information for the user that includes the first presence information and the second presence information, a first presence state of the user. The computer system provides the respective presence state of the user, selected from the one or more presence states of the user, to the subscribers via the network.
US-10089630-B2;Systems and methods to provide offers to travelers ;2010;"A computing apparatus includes: a transaction handler configured to process transactions; a data warehouse configured to store transaction data recording the transactions and to store event data for travel related events; a pattern detector configured to identify correlation data relating transaction patterns in the transaction data and the events identified in the event data; a portal configured to, in response to an occurrence of a first event, provide merchants with a report of a predicted spending pattern, including the identification of a set of consumers, identified based on the correlation data and data identifying the first event; a score generator to compute a value score for a traveler based on transaction data of the traveler; and a data services platform configured to provide the value score to a hotelier in response to a transaction processed by the transaction handler to check in the traveler at the hotelier."
US-9258143-B2;Contextual summary of recent communications method and apparatus ;2010;The present invention provides mechanisms for determining contextual information and including at least some of the determined contextual information in a communication. As an example, a multi-modal communications thumbnail providing context and prior communications summary as an attachment to a communication may be provided. The context and prior communications summary may supplement or replace one or more of a typical communications identifier such as subject, title, and distribution information.
DE-102010049580-B4;Method for operating a motor vehicle ;2010;A method for operating a motor vehicle with an electromechanical power steering system (10), in which a steering angle (α) specified by means of a steering handle is determined as a measure for a desired wheel steering angle (β) and an additional steering angle is determined as a function of a dynamic driving state of the motor vehicle and by means of a Superposition gear (24) is superimposed on the steering angle (α), and in which an assist torque and a compensation torque are exerted on the electromechanical power steering system (10) by means of an electrical power steering assistance system, characterized in that a first steering torque from the steering angle (α ) and a second steering torque is determined from the sum of the steering angle (α) and the additional steering angle and the compensation torque is formed as the difference between the first and second steering torque.
US-8265778-B2;Event prediction using hierarchical event features ;2010;Event prediction using hierarchical event features is described. In an embodiment a search engine monitors search results presented to users and whether users click on those search results. For example, features describing the search result events are universal resource locator prefix levels which are inherently hierarchically related. In an embodiment a graphical data structure is created and stored and used to represent the hierarchical relationships between features. An online training process is used in examples which enables knowledge to be propagated through the graphical data structure according to the hierarchical relations between features. In an example, the graphical data structure is used to predict whether a user will click on a search result and those predictions are used by the search engine to rank search results for future searches. In another example the events are advertisement impressions and the predictions are used by an online advertisement system.
US-10869626-B2;Image analysis for emotional metric evaluation ;2010;Techniques are described for image analysis and representation for emotional metric threshold generation. A client device is used to collect image data of a user interacting with a media presentation, where the image data includes facial images of the user. One or more processors are used to analyze the image data to extract emotional content of the facial images. One or more emotional intensity metrics are determined based on the emotional content. The one or more emotional intensity metrics are stored into a digital storage component. The one or more emotional intensity metrics, obtained from the digital storage component, are coalesced into a summary emotional intensity metric. The summary emotional intensity metric is represented.
US-10984912-B2;Method and apparatus to monitor, analyze and optimize physiological state of nutrition ;2010;A method and apparatus that for monitoring the physiological state of nutrition of an individual and adaptively analyze that data input to anticipate the individual's nutritional needs. A satiety meter may be employed to analyze a user's profile including nutritional state and determine when and how much a user should consume to prevent the onset of hunger and communicate is to a decision engine. The decision engine may generate and communicate a message to the user via the client device to prescribe prophylactic intake of nutrition to the individual prior to the onset of hunger based on the user's nutrition plan and/or regimen.
US-8332752-B2;Techniques to dynamically modify themes based on messaging ;2010;Techniques to dynamically modify themes based on messaging. An apparatus may comprise a processor and a memory communicatively coupled to the processor. The memory may store a theme manager component and a user interface component. The theme manager component, when executed by the processor, may be operative to receive a message from a message author and select a theme based on message content of the message. The user interface component, when executed by the processor, may be operative to dynamically display a user interface view with the selected theme. In this manner, a theme associated with a user may be dynamically and automatically modified based on personalized information about a user. Other embodiments are described and claimed.
US-8856545-B2;Security level determination of websites ;2010;A site analysis system to determine a security level of a website comprises a communication transceiver and a processing system. The communication transceiver is configured to receive content information associated with the website describing a current state of the website, receive historical event information associated with the website, and receive external information associated with the website from a source external to the website. The processing system is configured to process the content information to determine a content score for the website, process the historical event information and the external information to determine a reputational score for the website, and process the content score and the reputational score to generate a final score for the website.
US-8484253-B2;Variational mode seeking ;2010;A mode-seeking clustering mechanism identifies clusters within a data set based on the location of individual data point according to modes in a kernel density estimate. For large-scale applications the clustering mechanism may utilize rough hierarchical kernel and data partitions in a computationally efficient manner. A variational approach to the clustering mechanism may take into account variational probabilities, which are restricted in certain ways according to hierarchical kernel and data partition trees, and the mechanism may store certain statistics within these trees in order to compute the variational probabilities in a computational efficient way. The clustering mechanism may use a two-step variational expectation and maximization algorithm and generalizations hereof, where the maximization step may be performed in different ways in order to accommodate different mode-seeking algorithms, such as the mean shift, mediod shift, and quick shift algorithms.
US-8626491-B2;Selecting terms in a document ;2010;Determining a mapping between a textual representation in a document and a concept is disclosed. A document is received. A set of candidate textual representations in the document is identified. For at least one candidate textual representation included in the set, an associated concept included in a taxonomy of concepts is determined. The candidate textual representation and the associated concept are provided as output.
US-10375534-B2;Video transmission and sharing over ultra-low bitrate wireless communication channel ;2010;Techniques for transmitting and sharing a video sequence over an ultra-low bandwidth channel, such as a short message service (SMS) channel, are disclosed herein. A video is segmented into regions of various interest levels. A set of parameters is developed from a video region of a high interest, wherein the parameters represent a mapping function of a database to model the video region. The set of parameters is transmitted over the ultra-low bandwidth channel to a remote device, wherein the remote device also has access to an instance of the database. The remote device synthesizes the video by using the mapping function of the database, which is represented by the transmitted set of parameters.
US-8868470-B2;Parallel processing of data sets ;2010;Systems, methods, and devices are described for implementing learning algorithms on data sets. A data set may be partitioned into a plurality of data partitions that may be distributed to two or more processors, such as a graphics processing unit. The data partitions may be processed in parallel by each of the processors to determine local counts associated with the data partitions. The local counts may then be aggregated to form a global count that reflects the local counts for the data set. The partitioning may be performed by a data partition algorithm and the processing and the aggregating may be performed by a parallel collapsed Gibbs sampling (CGS) algorithm and/or a parallel collapsed variational Bayesian (CVB) algorithm. In addition, the CGS and/or the CVB algorithms may be associated with the data partition algorithm and may be parallelized to train a latent Dirichlet allocation model.
US-8996604-B2;Distributed symbol table with intelligent lookup scheme ;2010;In a larger-scale context such as that of a workflow system, a mechanism and a set of rules are for looking up a parameter in a hierarchical symbol table. In accordance with preferred embodiments of the invention, the approach is bottom-up, and uses rules defined in an arbitration table to determine a correct version of the parameter. A distributed design is broadly contemplated herein, wherein different symbol tables need not be disposed on one and the same machine. This can permit a greater degree of scalability and error tolerance.
US-9286783-B1;Device and method for monitoring the presence of items and issuing an alert if an item is not detected ;2010;"Disclosed herein are methods and systems that involve monitoring presence of items based on context. An exemplary method involves: (i) determining a context for a given user; (ii) determining a proximity framework between a monitoring device and one or more items, based on the determined context, wherein the proximity framework comprises (a) one or more proximity requirements, each proximity requirement indicating a required proximity between the monitoring device and at least one of the items and (b) a notification process corresponding to each proximity requirement; (iii) monitoring proximity of each of the items relative to the monitoring device, based on a presence signal from each of the items, in order to determine when one of the proximity requirements is not met; and (iv) responsive to determining that one of the proximity requirements is not met, initiating the corresponding notification process."
US-8935347-B2;Priority inbox notifications and synchronization for messaging application ;2010;Systems and methods for priority inbox notifications and synchronization are disclosed. In some embodiments, a method includes, at a computer system, obtaining message information from a server system. The message information represents a set of messages and an importance score associated with each message in the set of messages. The importance score is generated based at least in part on a global importance prediction model and a user importance prediction model. A new mail notification is presented when a determination is made that the set of messages include one or more unread priority messages. The priority messages comprise messages with which the associated importance score satisfy one or more predefined message importance criteria: Optionally, presentation of a new mail notification is foregone when there is a determination that the set of messages do not include any unread priority messages.
US-9015168-B2;Device and method for generating opinion pairs having sentiment orientation based impact relations ;2010;"A device for generating opinion pairs having sentiment orientation based impact relations, having: a reception unit which receives a plurality of object-oriented opinions; an extraction unit which extracts opinions having impact relations among the plurality of object-oriented opinions; an analysis unit which analyzes sentiment orientations of the extracted respective opinions; and a generation unit which establishes correlations between the opinions having sentiment orientation based impact relations to generate the opinion pairs having the sentiment orientation based impact relations. The present device can search and locate more implicit opinions as supplementary opinions by detecting impact relations from a plurality of opinions, and help users interested in different objects obtain more comprehensive comments and summaries."
US-9176794-B2;Graphics compute process scheduling ;2010;A method, system, and computer program product are disclosed for providing improved access to accelerated processing device compute resources to user mode applications. The functionality disclosed allows user mode applications to provide commands to an accelerated processing device without the need for kernel mode transitions in order to access a unified ring buffer. Instead, applications are each provided with their own buffers, which the accelerated processing device hardware can access to process commands. With full operating system support, user mode applications are able to utilize the accelerated processing device in much the same way as a CPU.
US-8959013-B2;Virtual keyboard for a non-tactile three dimensional user interface ;2010;A method, including presenting, by a computer system executing a non-tactile three dimensional user interface, a virtual keyboard on a display, the virtual keyboard including multiple virtual keys, and capturing a sequence of depth maps over time of a body part of a human subject. On the display, a cursor is presented at positions indicated by the body part in the captured sequence of depth maps, and one of the multiple virtual keys is selected in response to an interruption of a motion of the presented cursor in proximity to the one of the multiple virtual keys.
US-8577307-B1;Waveform scheduling on a common antenna ;2010;At least two waveforms are operated on a single antenna. A scheduler module coordinates the at least two waveforms. A modem module processes the at least two waveforms. A transmitter propagates the at least two waveforms to the antenna.
US-9968335-B2;Devices and methods for collecting and analyzing fluid samples from the oral cavity ;2010;"Devices for collecting a fluid sample from the oral cavity, the device including a mouthpiece that includes a chamber, the chamber including front and rear inner walls; and means for collecting the fluid sample from the oral cavity; and methods of collecting and analyzing samples of fluid from the oral cavity, including the steps of placing the device in the oral cavity, collecting the fluid sample and conducting an analysis of the fluid sample."
US-10928845-B2;Scheduling a computational task for performance by a server computing device in a data center ;2010;Described herein are various technologies pertaining to predicting an amount of electrical power that is to be generated by a power system at a future point in time, wherein the power system utilizes a renewable energy resource to generate electrical power. A camera is positioned to capture an image of sky over a geographic region of interest. The image is analyzed to predict an amount of solar radiation that is to be received by the power source at a future point in time. The predicted solar radiation is used to predict an amount of electrical power that will be output by the power system at the future point in time. A computational resource of a data center that is powered by way of the power source is managed as a function of the predicted amount of power.
ES-2655033-T3;Smart hospital bed ;2010;Intelligent hospital bed comprising a lower main frame (1) and an upper frame (2) articulated on said lower main frame provided with moving parts, in which a mattress (22) provided with multiple sections capable of bending each other is arranged, which includes a plurality of sensors arranged along the mattress (22) capable of measuring the initial force on the point at which the corresponding sensor is arranged, the sensors of which are interconnected and associated with a control unit that manages servo- motors for the execution of movements of moving parts of the upper frame (2), so that when a sensor detects a user's movement in real time, it activates a servomotor associated with a corresponding sensor or combination of sensors (S) that moves at least one of the moving parts of said upper frame (2).
US-9582934-B2;Method and system for efficient extraction of a silhouette of a 3D mesh ;2010;A method and system for extracting a silhouette of a 3D mesh representing an anatomical structure is disclosed. The 3D mesh is projected to two dimensions. Silhouette candidate edges are generated in the projected mesh by pruning edges and mesh points based on topology analysis of the projected mesh. Each silhouette candidate edge that intersects with another edge in the projected mesh is split into two silhouette candidate edges. The silhouette is extracted using an edge following process on the silhouette candidate edges.
US-10607349-B2;Multi-sensor event system ;2010;"A system that analyzes data from multiple sensors, potentially of different types, that track motions of players, equipment, and projectiles such as balls. Data from different sensors is combined to generate integrated metrics for events and activities. Illustrative sensors may include inertial sensors, cameras, radars, and light gates. As an illustrative example, a video camera may track motion of a pitched baseball, and an inertial sensor may track motion of a bat; the system may use the combined data to analyze the effectiveness of the swing in hitting the pitch. The system may also use sensor data to automatically select or generate tags for an event; tags may represent for example activity types, players, performance levels, or scoring results. The system may analyze social media postings to confirm or augment event tags. Users may filter and analyze saved events based on the assigned tags."
US-9050719-B2;Method for the selection of physical objects in a robot system ;2010;A method in which an apparatus receives first sensor data from first sensors and determines a target position from the data, the target position may be a position in space or an orientation of a gripper in a robot arm First instructions are issued to the robot arm or the gripper in order to move a gripper to the target position. Force feedback sensor data is received from force feedback sensors associated with either the robot arm or the gripper or from the first sensors. A failure in carrying out the first instructions is determined. Second sensor data is received from the at least one first sensor. Successful gripping of an object is determined from the second sensor data.
US-9215244-B2;Context aware network security monitoring for threat detection ;2010;The disclosed method involves monitoring behavior of at least one node, associated with at least one user, in a network to generate a behavior profile for the user(s). The method further involves comparing the behavior profile for at least one user with a baseline behavior profile for the user(s). Also, the method involves determining when there is a difference between the behavior profile for at least one user and the baseline behavior profile for the user(s). Further, the method involves flagging an event associated with the difference: when the difference exceeds a baseline threshold level, does not exceed a baseline threshold level, meets at least one criterion, and/or does not meet at least one criterion. Additionally, the method involves classifying the event to an event classification. Further, the method involves transmitting the event to at least one other node in the network and/or a network operations center.
US-11724402-B2;Touch screen testing platform for engaging a dynamically positioned target feature ;2010;A touch screen testing platform may be used to engage a dynamically positioned target feature being displayed on a touch screen enabled device during a testing protocol. The platform may record imagery displayed by the touch screen device and then analyze the imagery to locate the target feature within a reference coordinate system. The platform may recognize that the target feature is missing from the imagery and respond by causing the touch screen device to scroll through a command menu and/or toggle through virtual screens. Once located, the platform may instruct a robotic device tester to select the target feature by contacting the touch screen at the identified location using a conductive tip designed to simulate a user's fingertip. Prior to running a test, the camera may be focused to a point that is offset from the display screen of the touch screen device.
US-8566273-B2;Method, system, and computer program for information retrieval in semantic networks ;2010;A method, system, and computer software for information retrieval in semantic networks, has the steps of: acquiring a graph of interest, assuming a novel metric regarding the acquired graph, specifying a query node of interest on the obtained graph, calculating a shortest-path distance from the query node of interest to a plurality of other nodes on the acquired graph, obtaining a ranked list of nodes based on the calculated shortest-path distance, and displaying for a user the retrieved information.
US-8822930-B2;Flat image detector and method for the generation of medical digital images ;2010;In a flat image detector and method for the generation of medical digital images, the flat image detector is in particular suitable for a medical X-ray device and equipped with at least one active matrix (MX, MX2) made up of pixel-readout units, wherein the light generated in the scintillator (SZ) can be read out on both sides in the direction of the incoming X-ray radiation (R) in front of and behind the scintillator, with the aid of such an active matrix in each case arranged on each side of the scintillator.
US-9769098-B1;Methods, systems, and articles of manufacture for analyzing behavior of internet forum participants ;2010;"Methods, systems, and articles of manufacture for analyzing behavior of Internet forum participants. Various embodiments comprise receiving or retrieving information or data of a particular post of interest and other information or data relating to the first post or the Internet forum; analyzing the data or information received or retrieved to determine the behavior of the user who initiated or created the post; determining whether the particular post is of interest; and determining user behavior patterns. Some embodiments may also comprise determining or identifying one or more actions for the behavior of the user or determining or predicting likely effects of the particular post on the Internet forum. In some embodiments, the method or the system presents a report or recommendation to a moderation team for review, approval, or decision."
US-9020886-B2;Peer to peer diagnostic tool ;2010;A diagnostic tool comprises a memory device which stores a database of parametric performance data of a collection of transaction terminals possibly owned by different entities. Each time the tool is authorized to connect to a transaction terminal the database is accessed by a processor and a determination is made whether one or more parameter of the transaction terminal lies within a threshold amount of a statistical measure based upon the parametric performance data of the collection of transaction terminals.
US-8799198-B2;Borehole drilling optimization with multiple cutting structures ;2010;A method of optimizing a drilling operating parameter or a drilling system parameter for a drilling assembly employing at least first and second distinct cutting structures includes entering at least one design parameter for each of the cutting structures into a trained artificial neural network. At least one of the design parameters of the first cutting structure may be optionally combined with at least one of the design parameters of the second cutting structure. The combined design parameter may also be entered into the artificial neural network.
US-9683507-B2;System, method, and apparatus for controlling an aftertreatment system having a particulate filter and a rich NOx conversion device ;2010;A system includes an internal combustion ignition engine with an exhaust gas flow, a particulate filter in the exhaust gas flow, a NOxreduction catalyst in the exhaust gas flow downstream of the particulate filter, a first oxygen sensor coupled to the exhaust gas flow downstream of the NOxreduction catalyst, and a second oxygen sensor coupled to the exhaust gas flow between the particulate filter and the NOxreduction catalyst. A controller includes an exhaust conditions module that interprets a first oxygen signal from the first oxygen sensor and a second oxygen signal from the second oxygen sensor and a combustion control module that commands a high engine-out air-fuel ratio when the first oxygen signal indicates a low oxygen content and commands a low engine-out air-fuel ratio when the first oxygen signal indicates a high oxygen content.
US-9562888-B2;Stress-based sensor, method, and applications ;2010;"A composite, analyte sensor includes a substrate; a micro- or nano-electro-mechanical (MEMS; NEMS) resonator that is coupled to the substrate at least two edge locations (i.e., it is at least doubly-clamped) of the resonator, wherein the resonator is in a statically-buckled state near a buckling transition point of the resonator; and a chemically-responsive substance covering at least a portion of the surface of the resonator that will undergo a conformational change upon exposure to a given analyte. The resonator may be a double-clamped, statically-buckled beam (or bridge), a multiply-clamped, statically-buckled dome (or crater), or other resonator geometry. The sensor may include two or more at least double-clamped, statically-buckled, composite MEMS or NEMS resonators each operating near a buckling transition point of the respective resonator, and each characterized by a different resonant frequency. A method for sensing an analyte in ambient air."
ES-2468793-T3;Traffic classification ;2010;"An apparatus (1) configured to classify user traffic flows transported by a network, each user traffic flow being associated with one of a series of users, the apparatus comprising: a classification unit (7) to classify each user flow user traffic in one of a series of traffic classes; a model generating unit (13) for generating a user model for each user, each user model comprising the traffic class of each user traffic flow associated with said user; a grouping unit (14) to group the series of users into one or more user groups based on the user model associated with each user, and to identify a user model with each user group that is representative of all models of user within said user group; and an optimized classification unit (8) to identify a user associated with a subsequent flow of user traffic, determine the user group to which the user belongs, retrieve the representative user model of said user group, and use the classes of traffic included in the representative user model to classify the subsequent flow of user traffic."
US-8724908-B2;System and method for labeling a collection of images ;2010;Various embodiments of a system and methods for labeling images are described. An image labeling system may receive multiple images. A subset of the images may be labeled to identify image content or elements, such as faces. The system may display some of the labeled image elements in different portions of a display area. Unlabeled image elements may be displayed in the same display area. The display size and position of each unlabeled image element may be dependent on similarities between the unlabeled image element and the displayed, labeled image elements. The system may receive input which indicates that one or more of the displayed, unlabeled image elements should receive the same label as one of the displayed, labeled image elements. Similarities between image elements may be re-analyzed, dependent on the assigned labels, and the display of unlabeled images may be updated.
US-10068084-B2;Method and system of location-aware certificate based authentication ;2011;"In one aspect, a method of mutual certificate authentication between a first device and a second device based on location is described. This embodiment of a method comprises receiving a request from a first device, wherein the request comprises a location of the first device; registering a first public key for the first device in response to the request, wherein the registration associates the first device with the first public key; determining at least one second device that can be accessed by the first device based upon a location of the second device relative to the location of the first device; registering a second public key for the second device, wherein the registration associates the second device with the second public key; sending the second public key to the first device; sending the first public key to the second device; and mutually authenticating the first device to the second device when the first device and the second device are connected."
US-9378458-B2;Method and apparatus for operating a finite state machine ;2011;A finite state machine is provided. The finite state machine causes a function to be carried out in dependence on at least an event input to the finite state machine and the current state of the finite state machine. Associations between the functions that are to be carried out and combinations of the states and the events are identified using an associative array. The associations identified using the associative array are amended while the finite state machine is operating to dynamically reconfigure the operation of the finite state machine.
US-8635226-B2;Computing user micro-segments for offer matching ;2011;User data and a plurality of micro-segment definitions such that each micro-segment definition in the plurality of micro-segment definitions corresponds to one or more offers in an offer provider campaign are received. Further, a dispatcher dispatches a first subset of the user data and a first subset of the plurality of the micro-segment definitions to a first node in a network. In addition, the dispatcher dispatches a second subset of the user data and a second subset of the plurality of the micro-segment definitions to a second node in the network. Parsing and compiling are performed at each node. Further, parallel processing is performed at a scalable evaluation engine at each node to apply micro-segment condition rules to user data to determine matches to micro-segments. Computation of micro-segments occurs in parallel and resulting micro-segment assignments are collected, filtered to remove duplicates, then ranked to produce a final set of micro-segments that can be used to find offers.
