id;title;year;abstract;primary_code;primary_title;secondary_codes
US-7034927-B1;System and method for identifying an object using invisible light ;2002;An object is identified with a camera that is sensitive to both visible and invisible light. An invisible light illuminator attached to the object may project a target of invisible light, which may either be generated by the illuminator or reflected from a separate invisible light source by the illuminator. The system processes the invisible light and identifies the object based on identity characteristics extracted from the invisible component. The system may then adapt its operation to settings associated with the object.;251;Software and Applications Developers and Analysts;['215', '214']
US-7069135-B2;Estimating maximum friction coefficient based on knowledge of the loads and self-alignment torque generated in a tire contact zone ;2002;A method for estimation of the maximum grip coefficient on the basis of knowledge of the forces and the self-alignment torque which are generated in the contact area of a tire, includes the steps of:selecting a plurality of fixed points in space, which lie at different azimuths along the circumference in at least one sidewall of the tire,carrying out a corresponding number of measurements of circumferential distance variation (extension or contraction) at these fixed points when the tire is rolling on the road,processing the measurement signals so as to extract the three components of a resultant of forces which are exerted by the road on the contact area of a tire and the self-alignment torque generated by the tire from them,processing the evaluation signals of the three components of a resultant of forces which are exerted by the road on the contact area of a tire and of the self-alignment torque generated by the tire so as to extract the said grip coefficient Î¼ from them.;214;Engineering Professionals (excluding Electrotechnology);['311', '251', '215']
US-8449824-B2;Sensor instrument system including method for detecting analytes in fluids ;2002;A sensor instrument system for detecting and identifying analytes in fluids of a region contains a local sensor instrument and remote central station. The instrument includes a core technology employing a single sensor having two electrodes operated by an electrical frequency sweeping to generate two sets of patterned electrical information from a single measurement, a data transmission module and a GPS receiver module. The central station connects to a network means connected to a plurality of local receiving sites equipped with including the respective transceivers, so that the local analyte electrical information and geographic position information transmitted by the instrument can be wirelessly and remotely received and processed by the central station. The core technology further includes a reference sensor for eliminating background influence, a temperature programming to control adsorption and desorption of analytes, and usage of all kinds of adsorbent materials having chemical selectivities including the hydrogen selectivity to enhance detection and identification of analytes in fluids.;215;Electrotechnology Engineers;['214', '211', '311']
US-6999095-B2;System and process for optimal texture map reconstruction from multiple views ;2002;A system and process for reconstructing optimal texture maps from multiple views of a scene is described. In essence, this reconstruction is based on the optimal synthesis of textures from multiple sources. This is generally accomplished using basic image processing theory to derive the correct weights for blending the multiple views. Namely, the steps of reconstructing, warping, prefiltering, and resampling are followed in order to warp reference textures to a desired location, and to compute spatially-variant weights for optimal blending. These weights take into consideration the anisotropy in the texture projection and changes in sampling frequency due to foreshortening. The weights are combined and the computation of the optimal texture is treated as a restoration problem, which involves solving a linear system of equations. This approach can be incorporated in a variety of applications, such as texturing of 3D models, analysis by synthesis methods, super-resolution techniques, and view-dependent texture mapping.;251;Software and Applications Developers and Analysts;['214', '212', '311']
US-7746487-B2;Apparatus, method, and program for selecting images in a photo album ;2003;For generating a photo album of an event such as wedding, images to be inserted in image insertion areas in a template of the photo album can be selected easily. A professional photographer photographs the bride and groom of a wedding. Images are read from a developed film and stored in a file server. An editing screen is displayed including a template display field having the template therein and a catalog display field having a catalog of the images therein. When an operator selects any one of the image insertion areas in the template, a condition specification information set representing a state of the image to be inserted in the selected image insertion area is referred to, and appropriate images that agree with the condition specification information set are sifted from the catalog of the images.;251;Software and Applications Developers and Analysts;['252', '351']
US-7274832-B2;In-plane rotation invariant object detection in digitized images ;2003;In methods, systems, and computer program products for locating a regularly configured object within a digital image, a plurality of primary rotated integral images of the digital image are computed. Each primary rotated integral image has a different in-plane rotation. A set of secondary rotated integral images are derived from each of the primary rotated integral images. The secondary rotated integral images have further in-plane rotations relative to the respective primary rotated integral image. A window is defined within the digital image and corresponding windows of the rotated integral images. The values of convolution sums of a predetermined set of feature boxes within the window, in each of the rotated integral images are extracted. The dimensionality of the convolution sums is reduced to provide a set of reduced sums. A probability model is applied to the reduced sums to provide a best estimated derotated image of the window.;251;Software and Applications Developers and Analysts;['212', '214']
US-7113869-B2;Method for prospect identification in asset evaluation ;2003;3D seismic classification is a breakthrough technology to determine the three-dimensional distribution of pore fluid, lithology, and faults/fractures from multiple seismic attribute volumes. This method provides an innovative, timesaving solution for identification and definition of drilling targets, especially in areas with multiple pay zones and complex geology.;211;Physical and Earth Science Professionals;['214', '311', '251']
DE-602004005546-T2;Routing method based on the spatial coordinates of the network participants ;2003;The invention relates to a method of routing a message in a network in which processing units have virtual addresses based on a spatial coordinate system. When a message including a target address is received at a processing unit, the target address is compared to the address of the receiving unit. If the addresses match, the message is processed by the receiving unit. If the addresses don't match, the first unit identifies nearest neighboring unit to which the message can be forwarded. The process is repeated until the message reaches the target system.;252;Database and Network Professionals;['251', '351']
US-7376262-B2;Method of three dimensional positioning using feature matching ;2003;An object positioning solves said problems encountered in machine vision, which employs electro-optic (EO) image sensors enhanced with integrated laser ranger, global positioning system/inertial measurement unit, and integrates these data to get reliable and real time object position. An object positioning and data integrating system comprises EO sensors, a MEMS IMU, a GPS receiver, a laser ranger, a preprocessing module, a segmentation module, a detection module, a recognition module, a 3D positioning module, and a tracking module, in which autonomous, reliable and real time object positioning and tracking can be achieved.;251;Software and Applications Developers and Analysts;['215', '214', '311']
US-9117220-B2;Web-based interactive meeting facility with revenue generation through sponsorship ;2003;A computer-implemented method to help organize in-person gatherings of users of topic-related interest includes the steps of: providing a web-based meeting facility to a plurality of users, wherein each of the plurality of users choose to join at least one of a plurality of meeting groups based on at least one of topic-related interest and geographic locale;;;
US-9305079-B2;Advanced spam detection techniques ;2003;The subject invention provides for an advanced and robust system and method that facilitates detecting spam. The system and method include components as well as other operations which enhance or promote finding characteristics that are difficult for the spammer to avoid and finding characteristics in non-spam that are difficult for spammers to duplicate. Exemplary characteristics include analyzing character and/or number sequences, strings, and sub-strings, detecting various entropy levels of one or more character sequences, strings and/or sub-strings and analyzing message headers.;251;Software and Applications Developers and Analysts;['252', '351', '133']
US-7467232-B2;Search enhancement system and method having rankings, explicitly specified by the user, based upon applicability and validity of search parameters in regard to a subject matter ;2003;The system and method comprises enhancement of results for a search engine, wherein the results from the search engine are refined or reorganized, based upon information from an identified secondary source. The results obtained using a conventional search are compared against the identified secondary source, e.g. a ratings service, and are filtered and/or sorted appropriately. In some embodiments, identification of the secondary source, such as a ratings service comprising information which may supplement the subject of a search query, is based upon information entered by the user. In alternate embodiments, the secondary source is associated with a user, as part of general user-specified search parameters, wherein one or more parameters are consulted automatically for searches for appropriate subject matter.;251;Software and Applications Developers and Analysts;['252', '351', '133']
US-6950492-B2;Dynamic multi-spectral X-ray projection imaging ;2003;A multispectral X-ray imaging system uses a wideband source and filtration assembly to select for M sets of spectral data. Spectral characteristics may be dynamically adjusted in synchrony with scan excursions where an X-ray source, detector array, or body may be moved relative to one another in acquiring T sets of measurement data. The system may be used in projection imaging and/or CT imaging. Processed image data, such as a CT reconstructed image, may be decomposed onto basis functions for analytical processing of multispectral image data to facilitate computer assisted diagnostics. The system may perform this diagnostic function in medical applications and/or security applications.;215;Electrotechnology Engineers;['214', '251', '211']
US-7783740-B2;Embedded network traffic analyzer ;2003;The present invention provides a system and method for interfacing to a network. The system includes a network interface comprising an embedded network traffic analyzer (NTA) capable of network traffic analyzer filter and capture capabilities. The NTA also includes an artificial intelligence component that facilitates diagnosing and/or prognosing state and/or health of the network (and/or components thereof).;252;Database and Network Professionals;['251', '351', '133']
US-6810300-B1;Method of designing a product worn on a body in a virtual environment ;2003;A method of designing a product for use on a body used to develop a preferred product configuration using a computer-based virtual product development and testing system. A virtual wearer sub-model is created of the body and a virtual product sub-model is created of a product for use on the body. An environment sub-model is generated so that environmental factors affecting the product or the body are also used in designing or evaluating the product. Instructions defining how the wearer sub-model, the product sub-model and the environment sub-model interact are introduced in an interaction model. The sub-models and the interaction defined by the interaction model are then combined to create a virtual use model simulating the use of the virtual product sub-model by the virtual wearer sub-model. The use model determines the forces, deformations and stresses caused by movement and interaction between the virtual wearer sub-model and the virtual product sub-model using numerical method analysis. The results of the use model are analyzed to evaluate the performance of product features embodied in the virtual product sub-model such as when positioned on a virtual wearer and exposed to typical movements or forces. The analysis evaluates the performance of at least one product feature of the product and/or wearer body. The product sub-model is then modified in response to the determined performance of the product feature and the steps of interacting the models and combining the models are reperformed in the use model to design the product.;214;Engineering Professionals (excluding Electrotechnology);['251', '216', '311']
US-8639489-B2;Methods and systems for controlling a semiconductor fabrication process ;2003;Software for controlling processes in a heterogeneous semiconductor manufacturing environment may include a wafer-centric database, a real-time scheduler using a neural network, and a graphical user interface displaying simulated operation of the system. These features may be employed alone or in combination to offer improved usability and computational efficiency for real time control and monitoring of a semiconductor manufacturing process. More generally, these techniques may be usefully employed in a variety of real time control systems, particularly systems requiring complex scheduling decisions or heterogeneous systems constructed of hardware from numerous independent vendors.;251;Software and Applications Developers and Analysts;['252', '214']
US-7134050-B2;Method and system for containing software faults ;2003;The invention provides a method and system for containing software faults in a computer processing environment. The method for containing software faults comprises allocating memory for a software module instance;;;
US-7689412-B2;Synonymous collocation extraction using translation information ;2003;A method of automatically extracting synonymous collocations from monolingual corpora and a small bilingual corpus is proposed. The methodology includes generating candidate synonymous collocations and selecting synonymous collocations as a function of translation information, including collocation translations and probabilities. Candidate synonymous collocations with similarity scores that exceed a threshold are extracted as synonymous collocations. The extracted collocations can be used later in language generation by substituting synonymous collocations for applications such as writing assistance programs.;251;Software and Applications Developers and Analysts;['264', '231', '351']
US-7076617-B2;Adaptive page management ;2003;Machine-readable media, methods, and apparatus are described which process memory transactions. In some embodiments, a memory controller of a processor and/or chipset may adaptively determine whether to close pages of a memory in an attempt to increase perceived memory performance.;215;Electrotechnology Engineers;['251', '252', '214']
US-7184817-B2;System and method for acquiring breathing pattern signals from intracardiac electrograms and its use for heart failure therapy decision making and disease monitoring ;2003;An ICD processing system for acquiring breathing pattern signals from intracardiac electrograms obtained from implantable cardiac devices. The system may include both an implantable ICD device and an external processing system. Both the ICD module and the external processing system processing data to generate a representation for the respiration rate for a patient using intracardiac electrogram data obtained by the ICD device. The ICD module and the external processing module communicate with each other to pass collected patient data from the ICD module to the external processing system. The ICD module and the external processing module process the electrogram data to obtain an processed data representation of the respiration data which is used to estimate the respiration rate.;215;Electrotechnology Engineers;['251', '214']
US-7597623-B2;Smart discard rack for playing cards ;2003;A discard rack moves and reads suit and rank of individual cards. The cards are provided to a card in-feed area and moved to a card collection area. Both both suit and rank of each card is read in the card in-feed area or between the card in-feed area and the card collection area. The discard rack comprises a) a card in-feed area with card moving elements that move only a bottom card from a set of cards in the card in-feed area, b) a card collection area that receives cards from the card moving area in the same sense as cards are received in the card in-feed area, c) an image capture device that captures data from a card while the card is between the card infeed area and the card collection area, d) preferably a communication port to send out captured data to a processor, and e) an elevator that lowers to maintain a level at which cards are received in the card collection area.;214;Engineering Professionals (excluding Electrotechnology);['215', '311', '251']
US-7885849-B2;System and method for predicting demand for items ;2003;A system and method for determining and identifying demand for items based on observing behavior of trendsetters within a member population, such as an online community. The trendsetters are determined by studying historical adoption behavior of a group within the member population.;243;Sales, Marketing and Public Relations Professionals;['122', '251']
US-7228727-B2;Lubricity measurement using MEMS ;2003;A system that facilitates in situ determination of lubricity in a fluid comprises a multi-element sensor positioned within a machine, wherein the multi-element sensor obtains data regarding a plurality of parameters of a fluid. A component calculates lubricity of the fluid based at least in part upon the measured parameters.;214;Engineering Professionals (excluding Electrotechnology);['215', '311']
US-7828657-B2;System and method for enhancing the experience of participant in a massively multiplayer game ;2003;Methods and systems are provided for transforming music played by characters, objects and non-player characters in order to produce an enhanced audio experience for players within a massively multiplayer game.;251;Software and Applications Developers and Analysts;['252', '265']
US-11688237-B2;Systems for implementing enhanced gaming and prizing parameters in an electronic environment ;2004;System and methods are provided for effecting user experience in an electronic game environment through use of virtual currency or vCoins. In a multi-level game, the systems and methods include memory for storing information on game play, the information including input received from the user, information relating to levels within the multi-level game and game display information for output to the user. A processor is coupled to the memory for generating game play information, preferably including game play with virtual money. The virtual money is acquired through game play or cash purchase. The virtual money is convertible into a non-cash good comprising advancement to another level within the game.;251;Software and Applications Developers and Analysts;['252', '351', '133']
US-7142427-B2;Bottom side heat sink attachment for console ;2004;A system of mounting a heat sink to a processor in a console is provided. The processor is mounted on a first side of a PCB and the heat sink is mounted to the first side of the PCB so as to be in contact with the processor. A plurality of studs are mounted to the heat sink and extend through passageways in the PCB. A spring element is mounted to the studs on the second side of the PCB. A thrust plate is mounted to the spring element so that the spring element can press the thrust plate against the second side of the PCB. The spring element thus provides a force that aids in ensuring the heat sink and the processor are in tight contact. The studs can be attached to a housing via fasteners so the housing supports the heat sink rather than the PCB.;215;Electrotechnology Engineers;['214', '311']
US-7698055-B2;Traffic forecasting employing modeling and analysis of probabilistic interdependencies and contextual data ;2004;Systems and methods are described for constructing predictive models, based on statistical machine learning, that can make forecasts about traffic flows and congestions, based on an abstraction of a traffic system into a set of random variables, including variables that represent the amount of time until there will be congestion at key troublespots and the time until congestions will resolve. Observational data includes traffic flows and dynamics, and other contextual data such as the time of day and day of week, holidays, school status, the timing and nature of major gatherings such as sporting events, weather reports, traffic incident reports, and construction and closure reports. The forecasting methods are used in alerting, the display graphical information about predictions about congestion on desktop on mobile devices, and in offline and real-time automated route recommendations and planning.;251;Software and Applications Developers and Analysts;['212', '252']
US-8694475-B2;Method and apparatus for situation-based management ;2004;Method and apparatus for situation-based management of natural and artificial systems using event correlation and a situation manager. Input is provided from multiple sources in the form of a collection of events. A first level of processing performs event correlation over the collection of events and infers new events and new qualities of events. A second level of processing manages situations based on the collection of events, where situations are recognized, maintained, and given a degree of confidence. Situations are periodically updated based on incoming events. The assertion of a situation may call for information from external sources, provide information for external sources, and provide control instructions to external sources. Given a current situation, past, and possible future situations are inferred. Additionally, a method and apparatus for bi-directional communication between the event correlator and situation manager.;251;Software and Applications Developers and Analysts;['252', '133', '351']
US-7802186-B2;Property independent in-place editing ;2004;â€œIn-situ editingâ€ of a control property within a design surface is provided. â€œIn-situ editingâ€ refers to a feature that can allow a user (e.g., developer) to easily perform multi-pass configuration operations on their user interface (UI) components. This can be achieved by introducing the concept of a new editing mode or view to the integrated development environment (IDE)â€”(e.g., a Property Editing View (PEV)). The PEV mode can be active. In other words, the user will be presented with a mechanism of viewing and editing all properties without having to move off of the design surface. For example, editing can be performed in-place eliminating the conventional need to enter a property grid.;251;Software and Applications Developers and Analysts;['133', '351']
US-7681186-B2;Resolvable semantic type and resolvable semantic type resolution ;2004;A system for developing natural language enabled software applications is described. Resolvable types define abstract representations of linguistic elements and interrelationships between linguistic elements of a natural language input. Resolution semantics define procedural rules for resolving validity of the resolvable types in a natural language enabled software application.;251;Software and Applications Developers and Analysts;['264', '252']
US-7257470-B2;Fault isolation method and apparatus in artificial intelligence based air data systems ;2004;A method providing fault isolation, in an air data system which uses artificial intelligence to generate an air data parameter, includes generating the air data parameter as a function of a plurality of measured values such as static pressures. Then, estimates of each of the plurality of measured values is generated as a function of the generated air data parameter. Each measured value can then be compared to its corresponding estimate to determine if a difference between the measured value and its corresponding estimate exceeds a threshold and therefore indicates a fault in a device which provides the measured value.;215;Electrotechnology Engineers;['251', '214', '311']
US-8015130-B2;Information processing apparatus, information processing method, pattern recognition apparatus, and pattern recognition method ;2004;In a hierarchical neural network having a module structure, learning necessary for detection of a new feature class is executed by a processing module which has not finished learning yet and includes a plurality of neurons which should learn an unlearned feature class and have an undetermined receptor field structure by presenting a predetermined pattern to a data input layer. Thus, a feature class necessary for subject recognition can be learned automatically and efficiently.;251;Software and Applications Developers and Analysts;['212', '214']
US-8530410-B2;Method for treating a keloid with a botulinum toxin ;2004;Methods for treating melanin related afflictions by local administration of a Clostridial toxin, such as a botulinum toxin, to a patient with a melanin related affliction.;221;Medical Doctors;['213', '321', '226']
US-7684987-B2;Segmental tonal modeling for tonal languages ;2004;A phone set for use in speech processing such as speech recognition or text-to-speech conversion is used to model or form syllables of a tonal language having a plurality of different tones. Each syllable includes an initial part that can be glide dependent and a final part. The final part includes a plurality of phones. Each phones carries partial tonal information such that the phones taken together implicitly and jointly represent the different tones.;251;Software and Applications Developers and Analysts;['264', '214']
US-8535236-B2;Apparatus and method for analyzing a sound signal using a physiological ear model ;2004;An apparatus for analyzing a sound signal is based on an ear model for deriving, for a number of inner hair cells, an estimate for a time-varying concentration of transmitter substance inside a cleft between an inner hair cell and an associated auditory nerve from the sound signal so that an estimated inner hair cell cleft contents map over time is obtained. This map is analyzed by means of a pitch analyzer to obtain a pitch line over time, the pitch line indicating a pitch of the sound signal for respective time instants. A rhythm analyzer is operative for analyzing envelopes of estimates for selected inner hair cells, the inner hair cells being selected in accordance with the pitch line, so that segmentation instants are obtained, wherein a segmentation instant indicates an end of the preceding note or a start of a succeeding note. Thus, a human-related and reliable sound signal analysis can be obtained.;251;Software and Applications Developers and Analysts;['214', '215', '211']
US-7428529-B2;Term suggestion for multi-sense query ;2004;Systems and methods for related term suggestion are described. In one aspect, term clusters are generated as a function of calculated similarity of term vectors. Each term vector having been generated from search results associated with a set of high frequency of occurrence (FOO) historical queries previously submitted to a search engine. Responsive to receiving a term/phrase from an entity, the term/phrase is evaluated in view of terms/phrases in the term clusters to identify one or more related term suggestions.;251;Software and Applications Developers and Analysts;['252', '264']
US-7461042-B2;Method, system, and program for defining and managing complex contingent rules, and exceptions thereto, in a rule-based computer system ;2004;An apparatus for storage, selective inspection, and execution of complex, contingent rules, comprises a computer having one or more central processing units, a user interface, and magnetic, optical, or other media for data and program storage and retrieval. Rules are defined partly as programs and partly as data. Access procedures for selecting certain appropriate rules under the defined conditions. A display or other output procedures for conveying the results of the rule selections to people, to the computer executing the rules, and to other computers.;251;Software and Applications Developers and Analysts;['252', '351', '133']
US-8301788-B2;Deterministic finite automata (DFA) instruction ;2004;A computer-readable instruction is described for traversing deterministic finite automata (DFA) graphs to perform a pattern search in the in-coming packet data in real-time. The instruction includes one or more pre-defined fields. One of the fields includes a DFA graph identifier for identifying one of several previously-stored DFA graphs. Another one of the fields includes an input reference for identifying input data to be processed using the identified DFA graphs. Yet another one of the fields includes an output reference for storing results generated responsive to the processed input data. The instructions are forwarded to a DFA engine adapted to process the input data using the identified DFA graph and to provide results as instructed by the output reference.;251;Software and Applications Developers and Analysts;['252', '351']
AT-E471558-T1;TRAINING SYSTEM OF A NEUROEVOLUTION ;2004;Artificial bandwidth expansion devices, systems, methods and computer code products are disclosed for expanding a narrowband speech signal into an artificially expanded wideband speech signal. Embodiments of the invention can operate by forming an unshaped wideband signal based on the narrowband speech signal, such as through aliasing, and shaping the wideband signal into the artificially expanded wideband speech signal by amplifying/attenuating the unshaped wideband signal using a function generated by a neural network. Weights of the neural network can be set by a training/learning subsystem which generates genomes containing the neural network weights based on simulated environments in which a device employing the artificial bandwidth expansion is expected to operate.;251;Software and Applications Developers and Analysts;['215', '214', '252']
US-7693397-B2;Watching support apparatus and program recording system ;2004;A watching support apparatus and a program recording system recording a currently broadcasted program or a program to be broadcasted by an in-home recording apparatus set in a user's residential area even in the case where the user goes to a different location from the user's residential area. A watching support apparatus includes: a recording apparatus position obtainment unit which obtains information indicating a location where the recording apparatus is positioned;;;
US-8913800-B2;Optical biometrics imaging with films ;2004;Methods and systems are provided for performing a biometric measurement on an individual. A purported skin site of the individual is illuminated under a plurality of distinct optical conditions during a single illumination session. Light scattered beneath a surface of the purported skin site is received separately for each of the plurality of distinct optical conditions. A multispectral image of the purported skin site is derived from the received light. A biometric function is performed with the derived multispectral image.;215;Electrotechnology Engineers;['251', '214']
US-7457874-B2;Architecture for controlling access to a service by concurrent clients ;2004;Architecture for controlling access to a service. The architecture allows denial of regular and periodic service to all but a selected number of concurrent clients associated with a subscriber, and without any manual administration at the server of a list of specific computers. Rather than require an administered list, the system discovers which clients are active, places the active clients on an active list, and excludes all client not on the active list. The system includes rules the enforcement of which provide a mechanism for ensuring that the subscriber is not adding an unlimited number of clients or rotating clients in and out of the pool to effectively maintain service on a larger number of computers to which the subscriber is entitled.;251;Software and Applications Developers and Analysts;['252', '351']
US-7170404-B2;Acoustic alert communication system with enhanced signal to noise capabilities ;2004;System, device and method for alerting an individual to an alert condition using acoustic alarms having less sensitivity to multipath distortion and having improved inherent signal to noise ratio properties, wherein the acoustic alarms are readily distinguishable using standard digital processing techniques.;215;Electrotechnology Engineers;['251', '214']
US-7705754-B2;Method and system for the compression of probability tables ;2004;The present invention relates to a method, computer program product and system for the compression of a probability table and the reconstruction of one or more probability elements using the compressed data and method. After determining a probability table that is to be compressed, the probability table is compressed using a first probability table compression method, wherein the probability table compression method creates a first compressed probability table. The first compressed probability table contains a plurality of probability elements. Further, the probability table is compressed using a second probability table compression method, wherein the probability table compression method creates a second compressed probability table. The second compressed probability table containing a plurality of probability elements. A first probability element reconstructed using the first compressed probability table is thereafter merged with a second probability element reconstructed using the second compressed probability table in order to produce a merged probability element.;251;Software and Applications Developers and Analysts;['212', '252']
