id,title,year,abstract,primary_code,secondary_codes
US-11030480-B2,Electronic device for high-speed compression processing of feature map of CNN utilizing system and controlling method thereof ,2018,"An electronic device and a method for controlling the same include inputting an input image into an artificial intelligence model, acquiring a feature map for the input image, converting the feature map through a lookup table corresponding to the feature map, and storing the converted feature map by compressing the feature map through a compression mode corresponding to the feature map.",251,"['215', '214']"
US-11954097-B2,Intelligent knowledge-learning and question-answering ,2018,The present disclosure provides a technical solution related to intelligent knowledge learning and question-answering. The technical solution involves extracting knowledge from corpus and providing a user with a question-answering service based on the extracted knowledge.,251,"['252', '264']"
US-10878394-B1,Intelligent inventory recommendations ,2018,"Techniques for recommending actions for a merchant to perform to encourage a sale of an item based on an expiration associated therewith. A service provider may determine expiration data associated with inventory items offered for sale by the merchant. The expiration data may be based on a recommended date and/or time provided by the manufacturer, a merchant preference and/or a service provider setting. In some examples, the expiration data associated with an item may be determined based on expiration data associated with one or more similar items. The service provider may monitor the expiration data associated with each item of inventory and may determine that an expiration associated with a particular item is within a threshold period of time. Based on the expiration being within the threshold period of time, the service provider may send a recommendation to the merchant to perform an action to encourage the sale of the particular item.",251,"['243', '142']"
US-10970733-B2,Systems and methods for coupon issuing ,2018,"A method for issuing coupons to a plurality of target users is provided. For each of the plurality of target users, the method may include determining a predicted value of a group indicator of the target user in a predetermined period. The method may further include grouping the plurality of target users using a plurality of grouping strategies. For each of the grouping strategies, the method may further include determining a candidate coupon issuing strategy. For each of the candidate coupon issuing strategies, the method may further include obtaining user feature information of one or more target users in each group corresponding to the candidate coupon issuing strategy. For each of the candidate coupon issuing strategies, the method may further include predicting an ROI of the candidate coupon issuing strategy based on an RO prediction model and the corresponding user feature information.",251,"['243', '212']"
US-11586463-B2,Automated process flow learning ,2018,"Embodiments perform an automated process flow using machine learning. Embodiments train a machine learning component using training data that represents a user's past interactions with a software application when performing a plurality of process flows. Each process flow includes a series of tasks in a sequence. Embodiments receive data related to tasks within the software application. Embodiments predict, using the trained machine learning component, a series of tasks and a sequence for the predicted series of tasks based on the received data. Embodiments then perform the predicted series of tasks in the predicted sequence.",251,"['252', '351']"
US-10650910-B2,Semiconductor fault analysis device and fault analysis method thereof ,2018,A fault analysis method of a semiconductor fault analysis device is provided. The fault analysis method includes: receiving measurement data measured corresponding to a semiconductor device generating double sampling data based on the measurement data and reference data performing a fault analysis operation with respect to the double sampling data classifying a fault type of the semiconductor device based on a result of the fault analysis operation and outputting information about the fault type.,215,"['251', '311', '313']"
US-11297164-B2,"Device and content agnostic, interactive, collaborative, synchronized mixed reality system and method ",2018,"A method and system provides a device and content agnostic, interactive, collaborative and synchronized virtual world comprising of three dimensional and two dimensional virtual objects defined by data, which can be viewed, customized, built on and interacted with simultaneously by geographically disparate users with different device types, including VR, AR, Tablet, and Computer devices, whereby the content may be ingested from or controlled by data and models from external sources or the system's internal storage. A machine learning component is implemented as a set of software containers. The containerized solution can be deployed as an enterprise service, in a cloud architecture, or as a part of a monolithic deployment that runs natively in any one of the components as part of the larger architecture. Exemplary use cases include: Real Estate property demonstration, property design, landscape design health care medical image presentation, clinical decision support, training Military training, planning, observation, and combat decision support.",251,"['252', '351']"
US-11403786-B2,Method and system for generating medical image based on textual data in medical report ,2018,"Embodiments of present disclosure disclose method and system for generating a medical image based on a textual data in a medical report. For generation, a textual data from each of one or more medical reports of the patient is retrieved. The textual data comprises one or more medical events and corresponding one or more attributes associated with each of the one or more medical reports. Further, a matching score for each of plurality of reference images is computed based on the textual data, using a first machine learning model. Upon computing the matching score, one or more images are selected from the plurality of reference images based on the matching score associated with each of the plurality of reference images. The medical image for the patient is generated based on the one or more images and the textual data using a second machine learning model.",251,"['252', '351', '226']"
US-11393206-B2,"Image recognition method and apparatus, terminal, and storage medium ",2018,"An image recognition method is provided, including: obtaining a target video including a target object extracting a target video frame image from the target video generating a key point video frame sequence comprised of a plurality of key point video frames according to key point information of the object and a plurality of video frames in the target video extracting dynamic timing feature information of the key point video frame sequence extracting static structural feature information of the target video frame image and recognizing an attribute type corresponding to the target object in the target video according to the dynamic timing feature information of the key point video frame sequence and the static structural feature information of the target video frame image.",251,"['252', '351']"
US-11263551-B2,Machine learning based process flow engine ,2018,"A method for machine-learning based process flow recommendation is provided. The method may include training a machine-learning model by at least processing training data with the machine-learning model. The training data may include a matrix representing one or more existing process flows by at least indicating actions that are performed on a document object to generate a subsequent document object. An indication that a first document object is created as part of a process flow may be received. In response to the indication, the trained machine-learning model may be applied to generate a recommendation to perform, as part of the process flow, an action to generate a second document object. Related systems and articles of manufacture, including computer program products, are also provided.",251,"['212', '252', '351']"
US-11704394-B2,Apparatus and method for authenticating object in electronic device ,2018,"In accordance with an aspect of the disclosure, an electronic device is provided. The electronic device comprises an antenna array, a wireless communication module electrically connected to the antenna array and configured to form directional beams through the antenna array, at least one processor operatively connected to the wireless communication module and a memory operatively connected to the at least one processor. The memory stores instructions causing the at least one processor to perform a plurality of operations comprising: transmitting a sequence of first directional beams having a first beam width to scan first regions having a first size through the antenna array, receiving a sequence of first reflected waves generated by reflection of the sequence of the first directional beams from an object through the antenna array, transmitting a sequence of second directional beams having a second beam width narrower than the first beam width to scan second regions, which are included in the first regions and have a second size smaller than the first size, through the antenna array based on at least a portion of the received sequence of the first reflected waves, receiving a sequence of second reflected waves generated by reflection of the sequence of the second directional beams from the object through the antenna array, and authenticating the object based on at least a portion of the sequence of the second reflected waves.",215,"['251', '252', '311']"
US-11948187-B2,Artificial intelligence based digital leasing assistant ,2018,"A leasing AI platform receives a message pertaining to leasing a real estate unit, generates a token matrix representing at least a portion of the message, and provide the token matrix as an input to a trained machine learning model. An output of the trained machine learning model comprises an indication of a first category associated with the at least the portion of the message. The leasing AI platform identifies one or more actions associated with the first category, the actions pertaining to leasing the real estate unit, and automatically executes the one or more actions without human involvement in response to receiving the message.",251,"['243', '332', '133']"
US-RE49684-E,Leveraging point inferences on HTTP transactions for HTTPS malware detection ,2018,"In one embodiment, a traffic analysis service receives captured traffic data regarding a Transport Layer Security (TLS) connection between a client and a server. The traffic analysis service applies a first machine learning-based classifier to TLS records from the traffic data, to identify a set of the TLS records that include Hypertext Transfer Protocol (HTTP) header information. The traffic analysis service estimates one or more HTTP transaction labels for the connection by applying a second machine learning-based classifier to the identified set of TLS records that include HTTP header information. The traffic analysis service augments the captured traffic data with the one or more HTTP transaction labels. The traffic analysis service causes performance of a network security function based on the augmented traffic data.",252,"['251', '351']"
US-11978184-B2,Method for enhancing the visibility of blood vessels in color images and visualization systems implementing the method ,2018,"A method of enhancing the visibility of blood vessels in a colour image captured by an image capturing device of a medical device, including, for at least some of the pixels of the image, the steps of: (a) processing data obtained from a first colour channel together with data obtained from a second colour channel to determine a value of a first parameter indicative of the intensity in the red spectrum relative to the total intensity of said pixel (b) using said value of said first parameter and a first value of a user parameter to alter said pixel, the first value of the user parameter being based on user input, and wherein the strength of the alteration is dependent on both the value of said first parameter and the first value of said user parameter.",251,"['214', '321']"
US-10922118-B2,Distributed container image repository service ,2018,"Methods, computer program products, and systems are presented. The method computer program products, and systems can include, for instance: obtaining, by a container host node, container image configuration data that defines a specified container image configuration, wherein the container host node includes an associated container image repository for storing container images multicasting, by the container host node, a request for one or more image of first through Nth specified container images to a set of container host nodes receiving, by the container host node, at least one container image from at least one container host node of the set of container host nodes in response to the multicasting building, by the container host node, a specified container image according to the specified container image configuration using the at least one container image received by the receiving and running, by the container host node, the specified container image built by the building to define a runtime container.",251,"['252', '351']"
US-11544493-B2,Machine learning model development with interactive exploratory data analysis ,2018,"A method is provided that includes generating a visual environment for interactive development of a machine learning (ML) model. The method includes accessing observations of data each of which includes values of independent variables and a dependent variable, and performing an interactive exploratory data analysis (EDA) of the values of a set of the independent variables. The method includes performing a feature construction and selection based on the interactive EDA, and in which select independent variables are selected as or transformed into a set of features for use in building a ML model to predict the dependent variable. The method includes building the ML model using a ML algorithm, the set of features, and a training set produced from the set of features and observations of the data. And the method includes outputting the ML model for deployment to predict the dependent variable for additional observations of the data.",251,"['212', '252']"
US-11463757-B2,Media streaming for receiver-enabled resolution ,2018,"A sender transmits media streams at receiver-enabled resolutions. The sender, a media server that has multiple resolutions of media available to stream, is made aware of the capability of the receiver to process lower resolution media streams, including a super-resolution capability to enhance the lower resolution media stream using temporal and/or spatial information contained in the lower resolution media stream. The media server sends lower resolution streams to the receiver, thereby freeing up bandwidth on the communication channel for other uses. The receiver can notify the sender of events that affect the status of the super-resolution capability on the receiver, and the sender can adjust the resolution and bitrate of the media stream accordingly to optimize use of the communication channels and resources by encoding and transmitting high resolution video frames only when needed.",251,"['252', '352']"
US-11475565-B2,Systems and methods for whole-body spine labeling ,2018,"Methods and systems are provided for whole-body spine labeling. In one embodiment, a method comprises acquiring a non-functional image volume of a spine, acquiring a functional image volume of the spine, determining at least one spine label seed point on a non-functional image volume, automatically labeling the non-functional image volume with a plurality of spine labels based on the at least one spine label seed point, automatically correcting the geometric misalignments and registering the functional image volume, adjusting the plurality of spine labels and propagating the adjusted spine labels to the functional image volume. In this way, the anatomical details of non-functional imaging volumes may be leveraged to improve clinical diagnoses based on functional imaging, such as diffusion weighted imaging (DWI).",251,"['213', '321']"
US-11425524-B2,Method and device for processing audio signal ,2018,"The embodiments of the present disclosure disclose a method and device for processing an audio signal. A specific embodiment of the method includes acquiring a head image of a target user and an audio signal to be processed determining head attitude angles of the target user based on the head image, and determining a distance between a target sound source and the head of the target user and inputting the head attitude angles, the distance and the audio signal to be processed into a preset head related transfer function to obtain a processed left channel audio signal and a processed right channel audio signal, wherein the head related transfer function is used to characterize a correspondence between the head attitude angles, the distance and the audio signal to be processed, and the processed left channel audio signal and the processed right channel audio signal.",251,"['215', '214']"
US-12005889-B2,Arithmetic operation device for vehicle ,2019,"An automotive arithmetic device includes circuitry that calculates a first candidate route based on a vehicle external environment estimated using deep learning sets a static safe area (SA2) based on a result of recognition of a target object outside a vehicle according to a predetermined rule and determines a target motion of the motor vehicle. The circuitry selects the first candidate route as a travel route of the motor vehicle under a condition the first candidate route is entirely within the static safe area (SA2), and does not select the first candidate route as the travel route of the motor vehicle when the first candidate route at least partially deviates from the static safe area (SA2).",251,"['215', '214']"
US-11437027-B1,Alternate natural language input generation ,2019,"Techniques for handling errors during processing of natural language inputs are described. A system may process a natural language input to generate an ASR hypothesis or NLU hypothesis. The system may use more than one data searching technique (e.g., deep neural network searching, convolutional neural network searching, etc.) to generate an alternate ASR hypothesis or NLU hypothesis, depending on the type of hypothesis input for alternate hypothesis processing.",251,"['252', '264', '351']"
US-11925519-B2,Method for evaluating a dental situation with the aid of a deformed dental arch model ,2019,"Method for evaluating a dental situation of a patient. The method having the following successive steps: 1) generating an initial model of at least one dental arch of the patient, preferably by means of a scanner 2) splitting the initial model in order to define a tooth model for at least some of the teeth represented on the initial model and thereby to obtain a split model 3) determining an initial support curve of the tooth models in the split model 4) fixing each tooth model virtually on the initial support curve, preferably by computer 5) modifying the split model by deformation of the initial support curve according to a deformed support curve, so as to obtain a first deformed model, in which the tooth models are aligned according to the deformed support curve 6) presenting the first deformed model.",226,"['325', '251', '321']"
US-11746651-B2,Integrated machine learning framework for optimizing unconventional resource development ,2019,"Implementations described and claimed herein provide systems and methods for developing resources from an unconventional reservoir. In one implementation, raw reservoir data for the unconventional reservoir is obtained. The raw reservoir data includes geology data, completion data, development data, and production data. The raw reservoir data is transformed to transformed data. The raw reservoir data is transformed to the transformed data based on a transformation from a set of one or more raw variable to a set of one or more transformed variables. The set of one or more transformed variables is statistically uncorrelated. Resource development data is extracted from the transformed data. Performance analytics are generated for the unconventional reservoir using the resource development data. The performance analytics are generated through ensemble machine learning. The unconventional reservoir is developed based on the performance analytics.",251,"['211', '212']"
US-10817981-B1,Color sampling selection for displaying content items using machine learning ,2019,"An online system is configured to provide content items to users. The content item includes an image, and is displayed with an interface element colored using an accent color to create a unified look and feel with the displayed image. The accent color is dynamically selected based upon the image, extracted color features of the image, and embeddings associated with the image indicating at least one object depicted in the image. A machine-trained classification model selects the color to be used in displaying the interface element from a quantized set of colors of the image, based upon the extracted color features and the embeddings associated with the image. As such, suitable accent colors can be selected automatically for large numbers of content items, in a flexible manner that can account for the context of the images and the context in which the content item is to be displayed.",251,"['216', '265', '243']"
US-10930065-B2,Three-dimensional modeling with two dimensional data ,2019,"Implementations are described herein for three-dimensional (â€œ3Dâ€) modeling of objects that target specific features of interest of the objects, and ignore other features of less interest. In various implementations, a plurality of two-dimensional (â€œ2Dâ€) images may be received from a 2D vision sensor. The plurality of 2D images may capture an object having multiple classes of features. Data corresponding to a first set of the multiple classes of features may be filtered from the plurality of 2D images to generate a plurality of filtered 2D images in which a second set of features of the multiple classes of features is captured. 2D-3D processing, such as structure from motion (â€œSFMâ€) processing, may be performed on the 2D filtered images to generate a 3D representation of the object that includes the second set of one or more features.",251,"['214', '351']"
US-11527024-B2,Systems and methods for creating automated faux-manual markings on digital images imitating manual inspection results ,2019,"Methods and systems for automated faux-manual image-marking of a digital image are disclosed, including a method comprising obtaining results of an automated analysis of one or more digital image indicative of determinations of structure abnormalities of one or more portions of a structure depicted in the one or more digital image applying automatically, on the one or more digital image, with one or more computer processors, standardized markings indicative of the location in the image of the structure abnormalities of the structure depicted in the image and generating, automatically with the one or more computer processors, one or more faux-manual markings by modifying one or more of the standardized markings, utilizing one or more image-manipulation algorithm, wherein the faux-manual markings mimic an appearance of manual markings on the structure in the real world.",251,"['252', '351']"
US-10749823-B1,Geospatial chat bot using natural language processing ,2019,"Use of a chatbot interface to display maps, representing geographic areas, according to user specifications. In some embodiments, a user can enter commands through the geospatial chatbot to specify what geographic area is displayed on a map display (for example, user commands successive maps that zoom in, or out, to specified geographic area). In some embodiments, the user can specify through the geospatial chatbot what map attributes are displayed on the map (for example, restaurants, fires, schools, homes for sale, roads, elevation indication lines, isotherms, etc.). In some embodiments the user can filter, through the geospatial chatbot, map attributes to be within a specified value range (for example, only restaurants that take credit cards).",251,"['252', '216']"
US-11848104-B2,Machine learning system for generating predictions according to varied attributes ,2019,A computer-implemented method includes selecting a group of sets. Each set has values for immutable attributes that match values for at least one mutable attribute in a prediction request. The method includes determining a conditional covariance matrix for the group of sets. The method includes generating a deviation model based on the conditional covariance matrix. The method includes sampling the deviation model to generate multiple sets of likely mutable attribute values. The method includes automatically selecting a neural network from a set of outcome models based on the likely mutable attribute values. Each neural network includes a set of layers. Each layer includes a set of nodes. A first layer receives inputs at the set of nodes of the input layer. Each layer other than the first layer receives outputs from a preceding layer and creates modified outputs. A last layer outputs the modified outputs from the neural network.,251,"['212', '252']"
US-11893495-B2,Dual neural network architecture for determining epistemic and aleatoric uncertainties ,2019,"A neural network system includes a first neural network configured to predict a mean value output and epistemic uncertainty of the output given input data, and a second neural network configured to predict total uncertainty of the output of the first neural network. The second neural network is trained to predict total uncertainty of the output of the first neural network given the input data through a training process involving minimizing a cost function that involves differences between a predicted mean value of a geophysical property of a geological formation from the first neural network and a ground-truth value of the geophysical property of the geological formation. The neural network system further includes one or more processors configured to run a software module that determines aleatoric uncertainty of the output of the first neural network based on the epistemic uncertainty of the output and the total uncertainty of the output.",251,"['212', '211', '252']"
US-11678011-B1,Mobile distributed security response ,2019,"The invention concerns a video feed monitoring app configured to be implemented with an interface and a processor. The interface may be configured to receive requests from an operator and present visual content to a display. The processor may be configured to process the requests and update the display. The video feed monitoring app may be configured to receive video streams from smart security devices, receive a priority signal, select a subset of the video streams in response to the priority signal and a user preference and arrange the subset of the video streams on the display. The priority signal may be generated externally based on events detected. The subset of the video streams may be updated based on the priority signal. Updating the subset of the video streams may comprise displaying the video streams that comprise events and removing the video streams that do not comprise events.",251,"['252', '351']"
US-11461409-B2,Digitization of technical documentation driven by machine learning ,2019,"A device receives a technical document that includes content comprising: shapes that depict assets, lines that connect to the shapes and that depict connections to the assets, and text describing one or more of the assets and/or connections. The device converts data that describes the content, identifies a first group of spatial coordinates for the shapes, identifies a second group of spatial coordinates for the lines, and identifies a third group of spatial coordinates for the text. The device generates a data structure that associates shapes data for the shapes, lines data for the lines, and text data for the text, to permit another device to use the shapes data, the lines data, and the text data, to perform actions.",251,"['252', '351']"
US-11005689-B2,"Method and apparatus for bandwidth filtering based on deep learning, server and storage medium ",2019,"Embodiments of the present disclosure relate to the field of communication technologies, and provide a method and an apparatus for bandwidth filtering based on deep learning, a server and a storage medium. In the present disclosure, a bandwidth data of a server is obtained in real time (101), the obtained bandwidth data is input into a deep neural network model (102), and an output result of the deep neural network model is taken as filtered output bandwidth data obtained after filtering the input bandwidth data (103), where the deep neural network model is obtained through training according to historical bandwidth data and output bandwidth data obtained after filtering the historical bandwidth data.",251,"['252', '351']"
US-11875400-B2,"Systems, methods, and apparatuses for dynamically assigning nodes to a group within blockchains based on transaction type and node intelligence using distributed ledger technology (DLT) ",2019,"Exemplary systems, methods, and apparatuses dynamically assign nodes to a group within blockchains based on transaction type and node intelligence using Distributed Ledger Technology (DLT) in conjunction with a cloud based computing environment. The exemplary system operates a blockchain interface to the blockchain on behalf of a plurality of tenants of the host organization, creates a consensus group on the blockchain and associates the consensus group with a specific transaction type for transactions to be processed via the blockchain. The system further assigns participating nodes to the consensus group and grants increased weight consensus voting rights to the consensus group.",251,"['252', '133']"
US-11775852-B2,Network optimization ,2019,A system may receive a cluster prediction requirement. The system may determine a first node conglomerate by sorting a first dataset into a first plurality of nodes. The system may determine a plurality of attributes by sorting a second dataset associated with the cluster prediction requirement. The system may determine a second node conglomerate for each of the plurality of attributes. A node confidence score may be assigned to each of the second plurality of nodes. The system may determine a node graph based on a comparison between the first node conglomerate and the second node conglomerate. The node graph may be iteratively modified based on a node optimization threshold value to generate a harmonized node graph. The node optimization threshold value may be based on a map confidence score allotted to the node graph.,251,"['252', '212']"
US-11151385-B2,System and method for detecting deception in an audio-video response of a user ,2019,"A method for (of) detecting deception in an Audio-Video response of a user, using a server, in a distributed computing architecture, characterized in that the method including: enabling an Audio-Video connection with a user device upon receiving a request from a user obtaining, from the user device, an Audio-Video response of the user corresponding to a first set of questions that are provided to the user by the server extracting audio signals and video signals from the Audio-Video response detecting an activity of the user by determining a plurality of Natural Language Processing (NLP) features from the extracted audio signals by (i) performing a speech to text translation and (ii) extracting the plurality of NLP features from the translated text, and determining a plurality of speech features from the extracted audio signals by (i) splitting the extracted audio signals into a plurality of short interval audio signals and (ii) extracting the plurality of speech features from the plurality of short interval audio signals aggregating (i) the plurality of NLP features to obtain a plurality of temporal NLP features and (ii) the plurality of speech features to obtain a plurality of temporal speech features aggregating the plurality of temporal NLP features and the plurality of temporal speech features to obtain first temporal aggregated features detecting a plurality of micro-expressions of the user by splitting extracted video signals into a plurality of short fixed-duration video signals, detecting a plurality of Region Of Interest (ROI) in the plurality of short fixed-duration video signals, and comparing the plurality of detected ROI with video signals annotated with micro-expression labels that are stored in a database to detect the plurality of micro-expressions of the user in the plurality of short fixed-duration video signals tracking and determining a gesture of the user from the extracted video signals aggregating the plurality of micro-expressions and the gesture of the user to obtain second temporal aggregated features aggregating the first temporal aggregated features and the second temporal aggregated features to obtain final temporal aggregated features and detecting, using a machine learning model, a deception in the Audio-Video response based on the final temporal aggregated features.",251,"['252', '351', '133']"
US-10873662-B2,Identifying a media item to present to a user device via a communication session ,2019,"A device communicates with a user device via a communication session, determines user information relating to the user device or a user of the user device, and determines that the user device is placed on a hold status. The device determines, using a machine learning model, a type of media item to be presented to the user device, where the machine learning model has been trained to identify types of media items to present to user devices when the user devices are placed in the hold status, and selects a media item corresponding to the type of media item. The device presents the media item to the user device via the communication session, determines that the user device is no longer placed on the hold status, and causes the media item to cease being presented.",251,"['252', '351', '352']"
US-11025365-B1,Satellite forward link non-linear noise and APSK I/Q imbalance error cancellation using artificial intelligence ,2019,"Embodiments for a method and apparatus are described for non-linear noise cancelation and in phase quadrature (I/Q) modulation error correction. The embodiments include receiving a signal, the signal including a plurality of data segments. A first data segment in the received signal is demodulated and decoded to produce a recovered segment of a bitstream. At least one correction factor is applied to a first demodulation support element and a second demodulation support element during demodulation of a second data segment in the received signal. The correction factor is determined based on the received first data segment and a representation of the first data segment reconstructed from the recovered segment of the bitstream.",215,"['251', '252']"
US-11309085-B2,System and method to enable remote adjustment of a device during a telemedicine session ,2019,"A computer-implemented system comprising a treatment device, a patient interface, and a processing device is disclosed. The treatment device is configured to be manipulated by a user while the user performs a treatment plan. The patient interface comprises an output device configured to present telemedicine information associated with a telemedicine session. The processing device is configured to receive a treatment plan for a patient during the telemedicine session, use the treatment plan to generate at least one parameter and responsive to at least one trigger condition occurring, control at least one operation of the device.",251,"['252', '215', '214']"
US-11880484-B2,Enforcing data isolation in jobs executed by a multi-tenant system on a secondary platform ,2019,"A multi-tenant system sends jobs for execution on a secondary platform such as a cloud based platform. The multi-tenant system sends tenant data for multiple tenants to the secondary platform. The multi-tenant system obtains job-level credentials from the secondary platform, for example, security tokens that provide access to tenant data for a fixed length of time. The multi-tenant system uses the job-level credentials for enforcing tenant level data isolation for jobs executed on the secondary platform. This ensures that the jobs executing on the secondary platform do not access, modify, or delete data of tenants not related to the job.",251,"['252', '133']"
US-10884713-B2,Transformations of a user-interface modality of an application ,2019,Transforming a user-interface modality of a software application can include identifying a first workflow segment corresponding to a UI modality of an application developed to run on a predetermined data processing platform and selecting one or more other workflow segments to transform the UI modality of the application. Each other workflow segment performs on a different data processing platform a function comparable to a function performable by the first workflow segment. The one or more other workflow segments can be selected from a multi-member set of alternative workflow segments that are semantically similar to the first workflow segment. The selecting can be based on classifying the first workflow segment with a classification model trained using machine learning to map workflow segments and corresponding UI modalities to different processing platforms.,251,"['133', '351']"
US-11459684-B2,Washing machine and a control method of the same ,2019,"A washing machine include: a case a tub a drum a vibration sensor provided in the tub and configured to output a factor of a current vibration result for sensing a vibration value of the tub a motor configured to drive the drum to process laundry a motor control module configured to control a drum RPM to reflect a request RPM by controlling a current value of the motor and output a current vibration inducing factor an AI module configured to receive inputs of the current vibration result factor and the vibration inducing factor and output a compensating variable for proactively deal with a future vibration result that is expected based on a current laundry distribution state, corresponding to a current laundry distribution state and a processor configured to perform a dry-spin cycle through centrifugal power of the drum by compensating the request RPM by reflecting the compensating variable.",215,"['214', '251', '311']"
US-11953447-B2,Defective part recognition device and defective part recognition method ,2019,"A defective part recognition device includes a microscope for obtaining a magnified image of a unit area for recognizing a defective part on the surface of a multi-layer film substrate a spectral camera having an imaging surface where the magnified image is formed and an information processing part for processing the spectrum information from the spectral camera. The information processing part includes a machine learning part for a clustering process on the spectrum information for each pixel, and a defect recognition part for recognizing a defective part from the result of the machine learning part. The machine learning part sets a cluster in the unit area and generates a histogram with a frequency, the number of pixels clustered into the cluster. The defect recognition part compares the frequency distribution of the generated histogram with that of a histogram free of defects and recognizes a defective part.",251,"['214', '311']"
US-11081148-B2,Binary weighted voltage encoding scheme for supporting multi-bit input precision ,2019,"An illustrative embodiment disclosed herein is an apparatus including a non-volatile memory cell and multi-bit input circuitry that simultaneously receives a plurality of bits, receives a supply voltage, converts the plurality of bits and the supply voltage into a multiply voltage, and applies the multiply voltage to the non-volatile memory cell. The non-volatile memory cell may pass a memory cell current in response to the multiply voltage. A magnitude of the multiply voltage may represent a multiplier. The memory cell current may represent a product of the multiplier and a multiplicand stored in the non-volatile memory cell.",215,"['311', '251']"
US-11526724-B2,Virtual sensor for estimating online unmeasurable variables via successive time derivatives ,2019,"Provided is a processor-implemented method and a processor in a vehicle for estimating the value of a quantity for which a physical sensor is not available for measurement. The method includes: receiving a plurality of measured signals representing values of measurable variables computing, in real-time, time derivatives of the measured signals and applying a trained feedforward neural network, in real-time, to estimate values for a plurality of unmeasurable variables, the unmeasurable variables being variables that are unmeasurable in real-time, the feedforward neural network having been trained using test data containing time derivatives of values for the measurable variables and values for the unmeasurable variables wherein the vehicle uses the estimated values for the unmeasurable variables for vehicle operation.",251,"['214', '215']"
US-11551393-B2,Systems and methods for animation generation ,2019,"Systems and methods for animating from audio in accordance with embodiments of the invention are illustrated. One embodiment includes a method for generating animation from audio. The method includes steps for receiving input audio data, generating an embedding for the input audio data, and generating several predictions for several tasks from the generated embedding. The several predictions includes at least one of blendshape weights, event detection, and/or voice activity detection. The method includes steps for generating a final prediction from the several predictions, where the final prediction includes a set of blendshape weights, and generating an output based on the generated final prediction.",251,"['265', '216', '351']"
US-11582260-B2,Systems and methods for verifying a watermark of an AI model for a data processing accelerator ,2019,"Embodiments of the disclosure relate to verifying a watermark of an artificial intelligence (AI) model for a data processing (DP) accelerator. In one embodiment, a system receives an inference request from an application. The system extracts the watermark from an AI model having the watermark. The system verifies the extracted watermark based on a policy. The system applies the AI model having a watermark to a set of inference inputs to generate inference results. The system sends a verification proof and the inference results to the application.",251,"['252', '351', '214']"
US-11966389-B2,Natural language to structured query generation via paraphrasing ,2019,"A method (and structure and computer product) of machine translation for processing input questions includes receiving, in a processor on a computer, an input question presented in a natural language. The input question is preprocessed to find one or more condition values for possible Structured Query Language (SQL) queries. One or more possible SQL queries are enumerated based on the one or more found condition values and a paraphrasing model is used to rank the enumerated SQL queries. The highest ranked SQL query is executed against a relational database to search for a response to the input question.",251,"['252', '264']"
US-11397529-B2,Method and device for determining strategy for data placement within SSD ,2019,"A method and a device for determining a strategy for data placement within an SSD are provided. The method for determining a strategy for data placement within a Solid State Drive SSD, includes acquiring an optimization target and workload metric data that is pre-collected for a time period selecting a machine learning model and a training data strategy according to the optimization target selecting feature data from the workload metric data for the time period according to the selected training data strategy, and training the selected machine learning model based on the selected feature data determining, in each subsequent predicting time, a strategy for data placement for a predicting time period corresponding to the predicting time according to the workload metric data for the time period and the workload metric data that is collected in the predicting time by using the trained machine learning model.",251,"['252', '351', '215']"
