id,title,year,abstract,primary_code,secondary_codes
US-11263535-B2,"Associative relevancy knowledge profiling architecture, system, method, and computer program product ",2007,"Provided are architectures, system, methods, and computer program products that provide a user with the ability to define an association of data and/or information from known reference sets perceived by the user as relevant to a subject matter domain, thereby imparting and formalizing some of the user's knowledge about the domain. An associative relevancy knowledge profiler may also allow a user to create a profile by modifying or restricting the known reference sets and windowing the results from the association as a user might refine any other analysis algorithms. An associative relevancy knowledge profiler may also be used to define a user profile used by the user and others. A user profile may be usable in various manners depending upon, for example, rights management permissions and restrictions for a user.",251,"['252', '351']"
US-8582805-B2,Synthetic foveal imaging technology ,2007,"Apparatuses and methods are disclosed that create a synthetic fovea in order to identify and highlight interesting portions of an image for further processing and rapid response. Synthetic foveal imaging implements a parallel processing architecture that uses reprogrammable logic to implement embedded, distributed, real-time foveal image processing from different sensor types while simultaneously allowing for lossless storage and retrieval of raw image data. Real-time, distributed, adaptive processing of multi-tap image sensors with coordinated processing hardware used for each output tap is enabled. In mosaic focal planes, a parallel-processing network can be implemented that treats the mosaic focal plane as a single ensemble rather than a set of isolated sensors. Various applications are enabled for imaging and robotic vision where processing and responding to enormous amounts of data quickly and efficiently is important.",215,"['251', '214']"
US-7974938-B2,Reluctant episodic memory (REM) to store experiences of everyday interaction with objects ,2007,"A method and system for storing episodic sequences (events and actions). The system learns episodic sequencing by observing real-world events and actions or by receiving fact data from a database storing common sense facts. The episodic sequences are classified into events and actions, processed to indicate correlations and causality between the events and actions, and generated into linked graphs. The linked graphs may then be used to draw inferences, recognize patterns, and make decisions.",251,"['252', '212']"
US-7873585-B2,Apparatus and methods for predicting a semiconductor parameter across an area of a wafer ,2007,"Apparatus and methods are provided for predicting a plurality of unknown parameter values (e.g. overlay error or critical dimension) using a plurality of known parameter values. In one embodiment, the method involves training a neural network to predict the plurality of parameter values. In other embodiments, the prediction process does not depend on an optical property of a photolithography tool. Such predictions may be used to determine wafer lot disposition.",215,"['251', '214']"
US-8181245-B2,Proxy-based malware scan ,2007,"A system that employs out-of-process (â€˜out-of-procâ€™) architectures with respect to malware scanning related to network services applications is provided. The â€˜out-of-procâ€™ malware (e.g., virus) scanning is employed in connection with a web conferencing server. This architecture enables more versatile options related to scanning, for example, selective bypass in a crisis situation.",251,"['252', '351', '133']"
US-8229129-B2,"Method, medium, and apparatus for extracting target sound from mixed sound ",2007,"A method, medium, and apparatus for extracting a target sound from mixed sound. The method includes receiving a mixed signal through a microphone array, generating a first signal whose directivity is emphasized toward a target sound source and a second signal whose directivity toward the target sound source is suppressed based on the mixed signal, and extracting a target sound signal from the first signal by masking an interference sound signal, which is contained in the first signal, based on a ratio of the first signal to the second signal. Therefore, a target sound signal can be clearly separated from a mixed sound signal which contains a plurality of sound signals and is input to a microphone array.",215,"['251', '214']"
US-8269764-B2,Three dimensional spatial engine in a relational database management system ,2007,"Systems, methodologies, media, and other embodiments associated with a three dimensional spatial engine in an RDBMS are described. One example system includes logic to receive and store data representing a set of spatial features of a three dimensional geometry object. The example system may also include logic to validate the three dimensional geometry object and to provide a signal concerning the validity of the object.",252,"['251', '133']"
US-9031882-B2,Category determination device and method comprising a feature space containing a closed region used to determine the category of a target based on the position of the target within the feature space with reference to the closed region ,2007,"A determination device includes a region information recording unit that records therein region information regarding a closed region corresponding to a data distribution shape of a same category within a feature space, the closed region being formed by a plurality of nodes and line segments connecting the plurality of nodes. The determination device also includes a category deciding unit that decides a category of a determination target based on the region information and a position of the determination target within the feature space.",251,"['212', '252']"
US-7925655-B1,Query scheduling using hierarchical tiers of index servers ,2007,"An information retrieval system uses phrases to index, retrieve, organize and describe documents. Phrases are extracted from the document collection. Documents are the indexed according to their included phrases, using phrase posting lists. The phrase posting lists are stored in an cluster of index servers. The phrase posting lists can be tiered into groups, and sharded into partitions. Phrases in a query are identified based on possible phrasifications. A query schedule based on the phrases is created from the phrases, and then optimized to reduce query processing and communication costs. The execution of the query schedule is managed to further reduce or eliminate query processing operations at various ones of the index servers.",252,"['251', '133']"
US-8175782-B2,Adaptive driver assistance systems with robust estimation of object properties ,2007,"A computer-implemented system and method for estimating properties of objects represented in digital images, comprising the steps of (a) encoding input data from a sensor in a neural map comprising neurons having numerical activation values, wherein the activation values in the neural maps have continuous time dynamics defined by an update scheme (b) creating, adapting and deleting weights of the neural map in unsupervised, incremental manner (c) transmitting data from an input map to an output map, based on the values of the weights wherein each weight between the input map (IM) and a neural output map (OM) has a unique source and destination neuron and wherein data transmission is directed and (d) detecting correlations between the input map (IM).",251,"['214', '215']"
US-10558963-B2,Shareable widget interface to mobile wallet functions ,2007,"Configuring a shareable widget interface to mobile wallet functions includes disposing a wallet module in a memory of a client device, and disposing a wallet companion applet in a secure element accessible by the client device, wherein the wallet companion applet facilitates access by at least one other applet and at least one wallet module to content that is stored in the secure element via a mobile wallet function sharable interface.",251,"['252', '351']"
US-9704369-B2,Autonomous fall monitor using an altimeter with opposed sensing ports ,2008,"A system, a method and an apparatus for autonomous monitoring, detecting and tracking of at least one of movement and orientation of a body or portion of a body. The apparatus comprises a device configured to monitor the translational movement and/or rotational movement of the body and an altimeter including at least one pair of opposed high sensitivity sensors configured to measure changes in height of the body. An alert condition is determined based on the translational and/or rotational movement of the body and changes in height of the body or portion of the body. The alert condition may comprise a hard fall event, a soft fall event, a susceptibility to a fall, or a near fall event.",215,"['251', '311', '214']"
US-8606741-B2,Automated filling of conditional probability data in a decision support apparatus that uses a Bayesian belief network ,2008,A computer implemented method is provided to expand a limited amount of input to conditional probability data filling a Bayesian Belief network based decision support apparatus. The conditional probability data defines conditional probabilities of states of a particular network node as a function of vectors of state values of a set of parent nodes of the particular network node in the Bayesian Belief network. The computer implemented method comprises receiving elicited conditional probability data that defines the conditional probabilities of the state values of the particular network node for a subset of all possible vectors of combinations of state values of the parent nodes. Conditional probability data defining the conditional probabilities of the state values of the particular network node for further possible vectors of state values of the parent nodes is interpolated from the elicited conditional probability data. The influence factors are determined.,251,"['212', '252']"
US-7936285-B2,Multipurpose information transfer medium eyepiece ,2008,"An aircraft communications system is located on an aircraft. The aircraft communications system comprises a set of eyewear units, an aircraft data processing system, and a wireless system. Each eyewear unit has a set of sensors and a display. The set of eyewear units is capable of receiving user input and is capable of presenting information to a set of users of the set of eyewear units. The aircraft data processing system is capable of receiving the user input and sending the information to the set of eyewear units in response to receiving the user input from the set of eyewear units. The wireless system is located proximate to the cabin of the aircraft and is capable of sending the user input from the set of eyewear units to the aircraft data processing system and sending the information to the set of eyewear units.",215,"['251', '252', '214']"
US-8041028-B2,Double-talk detection ,2008,"Within audio telecommunications for audio-visual conferencing a means of reliable double-talk detection is required for several reasons, including control of residual echo, and control of adaptive algorithms used to estimate the echo. Existing techniques tend to either fail when echo return loss is very low or require highly complex algorithms to increase the range of detecting whether double-talk is occurring. The invention is based upon a new method of estimating the power envelope of the double-talk signal. This estimation is then employed in conjunction with a slightly modified version of an echo return loss enhancement (ERLE) based statistic, to form a double-talk decision based on a combination of the two statistics. The resulting decision rule works for both low-ERLE and high-ERLE situations, which is useful when there can be large variations in the magnitude of the echo path seen by the algorithms, or where near-end noise prevents the achievement of high ERLE.",215,"['251', '352']"
US-8934666-B2,"Method and device for analyzing surrounding objects and/or surrounding scenes, such as for object and scene class segmenting ",2008,"The invention relates to a method and an object detection device for analyzing objects in the environment and/or scenes in the environment. The object detection device includes a data processing and/or evaluation device. In the data processing and/or evaluation device, image data (xt) is evaluated on the basis of a Conditional Random Field (CRF) model and the CRF model provides additional object nodes (otn) which take into account information from an object detector.",251,"['252', '214']"
US-9438913-B2,"Method, apparatus and system for evaluating quality of video streams ",2008,"A method for evaluating quality of video streams includes: obtaining video streams obtain coding information of video frames in the video stream evaluating the single frame quality according to the coding information of the video frames and evaluating the sequence quality according to the single frame quality evaluation result. An apparatus and a system for evaluating quality are also provided. Thus, the quality of video data packets transmitted in a channel can be predicted accurately, and the single frame quality evaluation result of the video frames can be obtained immediately.",251,"['252', '352', '351']"
US-8392980-B1,Trusted host list for TLS sessions ,2008,"Methods, devices, and systems for creating and using a trusted host list for Transport Layer Security (TLS) sessions are provided. The proposed solutions described herein provide a mechanism of specifying authorization policy for TLS sessions where such authorization was traditionally implied by the possession of a certificate issued by a mutually trusted third party. The proposed solutions also provide for wildcard use and regular expression matching to simplify administration of the trusted host list.",252,"['251', '133', '351']"
US-8026975-B2,Image capturing apparatus and control method therefor ,2008,"In an image capturing apparatus for carrying out TV-AF type autofocus control, a difference is provided between an AF frame set for a particular object detected in an image, for example, for a person's face, and a normal AF frame in the band of frequency components for use in the generation of an AF evaluation value. Specifically, an AF evaluation value is generated for the AF frame set in the face region based on components in a frequency band with the highest frequency lower than for the normal AF frame.",215,"['251', '214', '311']"
US-10503347-B2,"System and method for detecting, collecting, analyzing, and communicating event-related information ",2008,"A system and method involves detecting operational social disruptive events on a global scale, assigning disease or non-disease event staging and warnings to express data in more simplistic terms, modeling data in conjunction with linguistics analysis to establish responsive actions, generating visualization and modeling capabilities for communicating information, and modeling disease or non-disease propagation for containment and forecasting purposes.",251,"['212', '252']"
US-8929721-B2,Methods for identification of highlight game events and automated generation of videos for same ,2008,"Methods, systems and computer readable media for automated creation of videos for interactive entertainment involving at least one individual, based on events that occur within that interactive entertainment are provided. One method includes storing a video history of a session of the interactive entertainment for an individual and examining the interactive entertainment for the session to identify events designated as significant. The designation as significant for each event being predefined to meet a threshold. Then, selecting segments of video from the video history of the session of the interactive entertainment. The selected segments being for a set of the identified events. The method then generates a video defined from the selected segments of video. The video is playable to show the selected segments of video in a selected order for the individual and saving the video.",251,"['252', '351']"
US-8718271-B2,Call routing methods and systems based on multiple variable standardized scoring ,2008,"Systems and methods are disclosed for routing callers to agents in a contact center, along with an intelligent routing system. An exemplary method includes combining multiple output variables of a pattern matching algorithm (for matching callers and agents) into a single metric for use in the routing system. The pattern matching algorithm may include a neural network architecture, where the exemplary method combines output variables from multiple neural networks. The method may include determining a Z-score of the variable outputs and determining a linear combination of the determined Z-scores for a desired output. Callers may be routed to agents via the pattern matching algorithm to maximize the output value or score of the linear combination. The output variables may include revenue generation, cost, customer satisfaction performance, first call resolution, cancellation, or other variable outputs from the pattern matching algorithm of the system.",251,"['252', '212', '133']"
US-8150106-B2,"Printer characterization, monitoring and diagnosis using dynamic test patterns generated by sensing and analyzing customer documents ",2008,A method for automated image quality based diagnosis of a document printing system is disclosed. The method comprises receiving image data to be printed on a document printing an image on the document based on the image data scanning the printed image on the document with a sensor analyzing the scanned printed image with an image quality analysis module to identify one or more defects in the printed image automatically generating test pattern image data based on the one or more identified defects and printing and analyzing a test pattern image based on the test pattern image data.,251,"['351', '732']"
US-8606725-B1,Automatic client-side user-behavior analysis for inferring user intent ,2008,"User intent may be inferred from mouse movements made within a user interface. Client-side instrumentation may be provided that collects mouse movement data that is provided to a classification engine. The classification engine receives the mouse movement data and creates a mouse trajectory. The mouse trajectory may be split into segments, and features associated with each segment may be determined. Features representing the context of the search, that is, content of the search result page, previous queries submitted, and interaction features such as scrolling, may be included. By examining the features associated with the mouse trajectories within the context of a search session, the user intent may be classified into categories using machine learning classification techniques. By inferring user intent, Web search engines may be able to predict whether a user's intent is commercial and tailor advertising accordingly.",251,"['243', '252']"
US-8760654-B2,Method for color matching ,2008,"The invention relates to a method for matching the color of a dry color shade standard, said method comprising the steps of A) Measuring the dry color shade standard, B) Calculating a recipe for the dry color shade standard, C) Generating a virtual wet color shade standard based on the recipe for the dry color shade standard calculated in step B), wherein the virtual wet color shade standard is generated with wet characterization data and D) Matching the virtual wet color shade standard. The method can be used for elaboration of color shades and batch adjustment in production of paints.",211,"['214', '313']"
US-8291024-B1,Statistical spamming behavior analysis on mail clusters ,2008,"A clustering technique is utilized to group similar e-mail messages into clusters. Statistical spamming behavior analysis is then applied to each cluster, focusing on finding e-mail messages within each cluster that differ from other e-mail messages in the cluster. The degree of variance and the type of variance can provide important clues as to whether the email is spam or not. Appropriate measures are then taken to block, filter, or otherwise handle the suspected spam e-mail messages.",251,"['252', '212']"
US-10359425-B2,Lung cancer biomarkers and uses thereof ,2008,"The present application includes biomarkers, methods, devices, reagents, systems, and kits for the detection and diagnosis of lung cancer. In one aspect, the application provides biomarkers that can be used alone or in various combinations to diagnose lung cancer or permit the differential diagnosis of pulmonary nodules as benign or malignant. In another aspect, methods are provided for diagnosing lung cancer in an individual, where the methods include detecting, in a biological sample from an individual, at least one biomarker value corresponding to at least one biomarker selected from the group of biomarkers provided in Table 1, Col. 2, wherein the individual is classified as having lung cancer, or the likelihood of the individual having lung cancer is determined, based on the at least one biomarker value.",213,"['314', '321', '221']"
US-10592988-B2,Commercial investment analysis ,2008,"A technique for performing commercial venture analysis involves establishing an empirically-derived structure and evaluating companies using analytical techniques within that structure. The technique may involve defining jobs, or goals a customer is attempting to reach, with dozens or even hundreds of outcomes. Ideally, the structure and tools facilitate analysis that would not be possible otherwise. Moreover, the nature of the system enables real-time input for changing conditions and the ability to calculate returns for new markets in which products or services do not exist.",241,"['251', '331']"
US-8880536-B1,Providing book information in response to queries ,2008,"Methods, systems, and apparatus, including computer program products are provided for responding to search queries having results that identify books. In one aspect, a search query and multiple web pages that satisfy the search query and have a ranked order as responses to the search query are received. A subset of web pages that are each a reference page for a respective book are selected. A web page is a reference page for a book when the web page includes a reference to the book and satisfies a citation criterion for the book. A book score is assigned to each of the books for which there is at least one reference page in the group of highest ranking web pages. The book scores are used to select one or more of the books. A book reference is generated for each of the books and the book references are provided in response to the search query.",251,"['252', '262']"
US-8935788-B1,Two stage virus detection ,2008,"A two stage virus detection system detects viruses in target files. In the first stage, a training application receives a master virus pattern file recording all known virus patterns and generates a features list containing fundamental virus signatures from the virus patterns, a novelty detection model, a classification model, and a set of segmented virus pattern files. In the second stage, a detection application scans a target file for viruses using the generated outputs from the first stage rather than using the master virus pattern file directly to do traditional pattern matching. The results of the scan can vary in detail depending on a fuzzy scan level. For fuzzy scan level â€œ1,â€ the existence of a virus is returned. For fuzzy scan level â€œ2,â€ the grant virus type found is returned. For fuzzy scan level â€œ3,â€ the exact virus name is returned. This invention provides a solution for the problems caused by traditional virus detection solution: slow scanning speed, big pattern file, big burden on computation resource (CPU, RAM etc.), as well as heavy pattern updating traffic via networks.",251,"['252', '351']"
US-9514388-B2,Systems and methods employing cooperative optimization-based dimensionality reduction ,2008,"Dimensionality reduction systems and methods facilitate visualization, understanding, and interpretation of high-dimensionality data sets, so long as the essential information of the data set is preserved during the dimensionality reduction process. In some of the disclosed embodiments, dimensionality reduction is accomplished using clustering, evolutionary computation of low-dimensionality coordinates for cluster kernels, particle swarm optimization of kernel positions, and training of neural networks based on the kernel mapping. The fitness function chosen for the evolutionary computation and particle swarm optimization is designed to preserve kernel distances and any other information deemed useful to the current application of the disclosed techniques, such as linear correlation with a variable that is to be predicted from future measurements. Various error measures are suitable and can be used.",251,"['212', '252']"
US-8818926-B2,Method for personalizing chat bots ,2009,"A system and method for automatically building chat bot content from scripts of conversations. A script is parsed into query-response pairs, so that a computerized device may be programmed to give the same responses when given similar queries. Each query is converted into canonical form and then matched against patterns, as in prior art chat bots. The response is then linked to the matched pattern. A new chat bot is constructed out of the canonical form conversions and the set of pattern-response links. The chat bot is further improved by adding interactive human conversations, provided that those conversations are rated highly. The resulting chat bot can run on a computer server that responds to public queries, and the server can also display context-sensitive advertisements.",251,"['252', '264']"
US-8644611-B2,Segmental rescoring in text recognition ,2009,"A method for text recognition includes generating a number of text hypotheses for an image, for example, using an HMM based approach using fixed-width analysis features. For each text hypothesis, one or more segmentations are generated and scored at the segmental level, for example, according to character or character group segments of the text hypothesis. In some embodiments, multiple alternative segmentations are considered for each text hypothesis. In some examples, scores determined in generating the text hypothesis and the segmental score are combined to select an overall text recognition of the image.",251,"['212', '264']"
US-10924042-B2,Pneumatic energy harvesting and monitoring ,2009,"An apparatus including a pneumatic system an energy harvesting unit configured to generate electrical energy from a compressed gas in the pneumatic system a battery connected to the energy harvesting unit a sensor disposed to detect a first parameter regarding operation of the energy harvesting unit and a controller connected to the sensor and the energy harvesting unit. The sensor and the controller are powered by the energy harvesting unit. The controller is configured to control the energy harvesting unit and to process measurements for the first parameter detected by the sensor. The controller is further programmed with a learning system configured to diagnose an operational condition of the energy harvesting unit based on the measurements for the first parameter, and to issue a command to the controller based on the operational condition.",215,"['214', '251', '311']"
US-9957951-B2,Wind turbine ,2009,"A method of controlling a wind turbine having a rotor and a generator for producing power, the wind turbine being designed for a nominal load, the method comprising the steps of: determining a current load acting on at least a part of the wind turbine calculating a load error, the load error representing the difference between the nominal load and the current load controlling the wind turbine based on the load error wherein the step of controlling the wind turbine comprises altering a parameter of the wind turbine so that the power or torque produced by the generator is altered.",215,"['214', '251', '313']"
US-10504197-B2,Clinical decision support systems and methods ,2009,A clinical decision support (CDS) system comprises: a case grouping sub-system (10) including a graphical user interface (30) that is operative to simultaneously display data representing a plurality of patient cases and further configured to enable a user to group selected patient cases represented by the simultaneously displayed data into clinically related groups (32) as selected by the user a probative features determination sub-system (12) that is operative to determine probative features (44) that correlate with the clinically related groups and a CDS user interface (16) that is operative to receive current patient data relating to a current patient case and to output clinical decision support information based on values of the probative features determined from the received current patient data.,251,"['252', '221']"
US-8332434-B2,Method and system for finding appropriate semantic web ontology terms from words ,2009,"A system and method to map a set of words to a set of ontology terms, the method including determining a starting point for ontologies including terms matching a set of words, determining a term set corresponding to the set of words in an ontology context of each of the starting points, ranking the term sets determined for all of the starting points, and providing an output of the term sets in a ranked order.",251,"['252', '264', '262']"
US-8604167-B2,CD133 epitopes ,2009,An immunogen includes an isolated peptide that includes the amino sequence of any one of SEQ ID NOs:1-21 with four or fewer amino acid substitutions.,213,"['314', '321']"
US-9628297-B2,Communication authentication using multiple communication media ,2009,"The invention provides a method, system, and program product for authenticating a first individual for communication with a second individual. In one embodiment, the invention includes receiving a first communication from the first individual via a first communication medium, rejecting the first communication, providing the first individual with information for communicating with the second individual via a second communication medium, receiving a second communication from the first individual via the second communication medium, and authenticating the first individual for communication with the second individual via at least one of the first and second communication medium.",251,"['252', '351']"
US-8527859-B2,Dynamic audio playback of soundtracks for electronic visual works ,2009,"An electronic book is provided with a soundtrack, to which a reader can listen while reading the electronic book. The soundtrack accompanies and enhances the reading experience, in which readers generally have images in their minds based on the story or other visual media that is part of the electronic book. Playback of the soundtrack is synchronized with the visual display of the electronic book. Audio cues are associated with different points in the text and these cues are dynamically played back in synchronization with the visual display of the electronic book based on the interaction of the user with the electronic book. The dynamic playback involves editing and playing an audio cue so that it has a duration that is based on a prediction of the duration of the portion of the electronic book with which the cue is synchronized. When the system starts playing an audio cue, it predicts when the next audio cue should start. The current cue is played for predicted duration and a transition to the next audio cue is initiated at an appropriate time.",251,"['265', '352']"
US-8840562-B2,Signal processing warping technique ,2009,"Methods and systems are provided for using time-frequency warping to analyze a physiological signal. One embodiment includes applying a warping operator to the physiological signal based on the energy density of the signal. The warped physiological signal may be analyzed to determine whether non-physiological signal components are present. Further, the same warping operator may be applied to signal quality indicators, and the warped physiological signal may be analyzed based on the warped signal quality indicators. Non-physiological signal components, or types of non-physiological noise sources, may be identified based on a comparison of the physiological signal with the signal quality indicators. Non-physiological signal components may also be identified based on a neural network of known noise functions. In some embodiments, the non-physiological signal components may be removed to increase accuracy in estimating physiological parameters.",251,"['215', '212']"
US-8433450-B2,Optimized control of power plants having air cooled condensers ,2009,An optimization and control system for a utility plant that uses fan based air cooled condensers controls the operation of the power generation system at the plant in conjunction with the operation of the air cooled condensers so as to run the power plant at an optimum operating point associated with minimizing or reducing the cost energy produced by the plant. The optimization and control system includes an optimizer having a numerical solver that determines values for a set of control variables associated with an optimal operating point of the plant and an expert system that oversees and modifies the control variable settings prior to providing these settings to a plant controller. The numerical solver uses an objective function and one or more models of plant equipment to determine the operating point of the plant that minimizes the cost per unit of useful energy generated by the plant.,215,"['251', '214', '313']"
US-8825566-B2,"Systems, devices, and methods for posteriori estimation using NAND markov random field (NMRF) ",2009,"A system, method and computer-readable medium for maximum a posteriori (MAP) estimation of a graphical model are disclosed. The MAP estimation process can include obtaining an encoded data message sent over a 4G cellular wireless network and generating a graphical model representation of the message. The graphical model can be converted into a nand Markov random field (NMRF). The MAP estimation process can also include determining whether the NMRF has a perfect graph structure, and solving for a MAP estimate configuration of the NMRF. The MAP estimation process can further include outputting the MAP estimate configuration, an indication of the MAP estimate configuration, and/or a result based on a combination of the MAP estimate configuration and the encoded data message (e.g., a decoded message).",251,"['252', '212']"
US-8719939-B2,Malware detection via reputation system ,2009,"A computer network device receives a digital file and extracts a plurality of high level features from the file. The plurality of high level features are evaluated using a classifier to determine whether the file is benign or malicious. The file is forwarded to a requesting computer if the file is determined to be benign, and blocked if the file is determined to be malicious.",251,"['252', '351']"
US-11416668-B2,Method and apparatus applicable for voice recognition with limited dictionary ,2009,"One embodiment includes an apparatus, with materials having a text sub file with texts, an illustration sub file with illustrations, and a logic sub file with instructions for presenting at least a part of the materials. One embodiment includes materials with a logic sub file that can analyze an attribute of, and provide a response to, a user. Another embodiment is applicable to apparatus and methods using a limited voice recognition dictionary at least tailored for a piece of materials that includes illustrations. The piece of materials includes instructions. The another embodiment can also use a limited image dictionary. The apparatus can include a headset, and the illustrations can include a piece of audio. The apparatus can be implemented in a vehicle.",251,"['252', '351', '215']"
ES-2466366-T3,System and procedure for monitoring emotional well-being ,2009,"Affective well-being monitoring system comprising: - at least one portable sensor (1), configured to measure at least one physiological signal of a user - logic means (2) configured to receive said at least one measured physiological signal, to detect an emotional change according to said signal, and to generate instructions for an external device (3) according to the detected emotional change - first communication means, configured to connect said at least one portable sensor (1) and the logic means (2) - second communication means, configured to connect the logical means (2) with the external device (3) and to send the instructions generated to said external device (3) characterized in that the logical means (2) comprise a memory (7) and because the logical means (2) are adapted to: - if a block of data of the measured signal is classified as a neutral physiological state, store in the memory (7 ) said data block classified as a neutral physiological state, and - detecting the emotional change by comparing each incoming data block of the measured physiological signal with the last data block stored in the memory (7) of said signal, classified as a neutral physiological state.",251,"['215', '214']"
US-8350859-B2,Method and apparatus for changing lip shape and obtaining lip animation in voice-driven animation ,2009,"The present invention discloses a method and apparatus for changing lip shape and obtaining a lip animation in a voice-driven animation, and relate to computer technologies. The method for changing lip shape includes: obtaining audio signals and obtaining motion extent proportion of lip shape according to characteristics of the audio signals obtaining an original lip shape model inputted by a user and generating a motion extent value of the lip shape according to the original lip shape model and the obtained motion extent proportion of the lip shape generating a lip shape grid model set according to the obtained motion extent value of the lip shape and a preconfigured lip pronunciation model library. The method for changing lip shape in a voice-driven animation includes an obtaining module, a first generating module and a second generating module. The solutions provided by the present invention have a simple algorithm and low cost.",251,"['265', '351']"
US-8254681-B1,Display of document image optimized for reading ,2009,"Semantically meaningful segments of an image of a document, such as tables of contents, page numbers, footnotes, and the like, are identified. These segments form a model of the document image, which may then be rendered differently for different client devices. The rendering may be based on a display parameter provided by a client device, such as a display resolution of the client device, or a requested display format.",251,"['252', '351']"
US-8769055-B2,Distributed backup and versioning ,2009,"The claimed subject matter provides a system and/or a method that facilitates distributed backup and versioning techniques for network-based backup architectures. When data is committed to a backup system, a backup version can be created. The generated backup version can be a complete rendition of data or the generated backup version can be a differential between the data and backup information previously committed to the system. The generated backup version can be replicated across a distributed network of peers. Replication can be based upon a desire level of redundancy of versions, location of peers, network topology of peers, storage capacity of peers, health of peers, type of peer, and the like. In addition, versions can be retained based upon a configurable number of desired versions.",252,"['251', '133']"
US-8384531-B2,Recommended following distance on full-windshield head-up display ,2009,"A substantially transparent windscreen head up display includes one of light emitting particles or microstructures over a predefined region of the windscreen permitting luminescent display while permitting vision through the windscreen. A method to display a graphic upon a substantially transparent windscreen head up display of a host vehicle describing a preferred driving distance for the host vehicle includes monitoring a speed of the host vehicle, determining a preferred driving distance for the host vehicle based upon the speed of the host vehicle, determining a graphic describing the preferred driving distance for display upon the substantially transparent windscreen head up display, and displaying the graphic upon the substantially transparent windscreen head up display.",215,"['214', '251']"
US-8806996-B2,System and method of an automated roll sizing machine ,2009,"In embodiments of the present invention improved capabilities are described for a paper roll resizing system. The paper roll resizing system may include a shafted roll stand that suspends a roll of paper mounted horizontally, wherein the shafted roll stand is fixed to a machine housing and is adapted to spin the roll of paper. Alternatively, the roll stand suspends the roll of paper mounted horizontally from two chucks on opposite ends of the roll. The system further includes a cutting tool movably mounted to the roll stand, wherein the cutting tool comprises at least one of a milling head, a planing head, a circular saw, and a laser cutting tool. A controller (PLC) may adjust the position of the cutting tool with respect to the roll of paper held by the roll stand.",817,"['814', '214']"
US-10095988-B2,Providing context relevant search for a user based on location and social information ,2010,"A social networking system provides relevant third-party content objects to users by matching user location, interests, and other social information with the content, location, and timing associated with the content objects. Content objects are provided based on relevance scores specific to a user. Relevance scores may be calculated based on the user's previous interactions with content object notifications, or based on interests that are common between the user and his or her connections in the social network. Context search is also provided for a user, wherein a list of search of results is ranked according to the relevance score of content object associated with the search results. Notifications may also be priced and distributed to users based on their relevance. In this way, the system can provide notifications that are relevant to user's interests and current circumstances, increasing the likelihood that they will find content objects of interest.",251,"['252', '243']"
DE-102011114277-B4,Global Conference Plan for Distributed Bridges ,2010,"A method of performing a global conference, comprising: establishing a conference at the first conference bridge by a first conference bridge, the conference at the first conference bridge including a first communication endpoint Creating the conference at the second conference bridge by a second conference bridge, the conference at the second conference bridge including a second communication endpoint Creating a connection line between the first conference bridge and the second conference bridge through the first conference bridge Sending a first Session Initiation Protocol (SIP) subscription request for the conference at the second conference bridge through the first conference bridge Sending a second SIP subscription request for the conference at the first conference bridge through the second conference bridge Conducting the conference through the first and second conference bridges Receiving a first SIP notification associated with the conference at the second conference bridge through the first conference bridge based on the first SIP subscription request, wherein the first SIP notification based on the change is a state of the conference at the second conference bridge or a change the state of the second communication endpoint is sent, the first SIP notification containing conference plan information of the second conference bridge Execute a plan application Obtaining conference plan information of the first conference bridge and the second conference bridge and providing the conference plan information of the first conference bridge and the second conference bridge for the first communication endpoint through the first conference bridge.",252,"['251', '133']"
US-8967809-B2,Methods and systems for intelligent visual function assessments ,2010,"A system and method of testing vision performance includes displaying a visual recognition test to a subject and receiving from the subject a response to the visual recognition test. After receiving the response to the visual recognition test, a subsequent visual recognition test is selected based on the response received from the subject, the subsequent visual recognition test is displayed, and a response is received from the subject. The subsequent visual recognition tests are repeated until a predetermined criterion is reached. A vision performance score is determined based on the visual recognition tests displayed and the set of responses received from the subject and output from the system.",251,"['226', '214', '215']"
